sentence_num,sentence,word,bert_prob
127,'Every spring they held the annual',dance,-4.328204154968262
128,'Penelope started to assemble her new bicycle, but was missing the',tires,-6.414665699005127
129,'The restaurant will reopen with new',ownership,-4.654923915863037
130,'Jennifer disliked walking under the trees at the edge of the park because they were always full of',insects,-3.282162666320801
131,'The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or',attractive,-5.165929794311523
132,'I don't know why people like to see their initials in',ink,-3.0317635536193848
133,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',unique,-8.878633499145508
134,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',shrine,-7.456510066986084
135,'He took a job training dogs for the',military,-2.2848191261291504
136,'The conductor gave detailed instructions to the',choir,-3.869053840637207
137,'Down in the basement, Steve and Robert were playing',poker,-2.492032051086426
138,'After the most recent price increase, the small business owner decided to order his office supplies from another',business,-5.808866024017334
139,'Sharon was sad that she had lost her',puppy,-8.28121566772461
140,'All of armed services will admit women, but females are barred from',fighting,-4.128897666931152
141,'After the divorce, she had to move out of the expensive house to an apartment that was',affordable,-4.02869987487793
142,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',values,-4.374432563781738
143,'Some of his jokes were crummy, but those one-liners were',humorous,-7.701226711273193
144,'The inspector from the health department found a roach in a very expensive',cafe,-6.779411315917969
145,'The conductor had no idea that the train had been boarded by a known',convict,-8.962130546569824
146,'The nurse brought him a glass of juice and his',pills,-3.6947388648986816
147,'The teacher was not looking forward to another year of',classes,-2.2150306701660156
148,'Steve skipped his annual checkup for another',month,-1.5690231323242188
149,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',ambiguous,-5.383154392242432
150,'She poured water on the',roses,-8.160436630249023
151,'Mark liked the older houses, but Susan wanted to buy one that was new and',contemporary,-6.888728141784668
152,'In an old sitcom, he was the wise family',physician,-4.517765998840332
153,'The government controlled the news media, so most of the reports from the war zone were',screened,-8.399954795837402
154,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',trophy,-11.294797897338867
155,'During the summer, the children hung out at the',lake,-3.875460147857666
156,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',courageous,-11.732057571411133
157,'The little girl kept a lock on her',journal,-8.906490325927734
158,'Flying low above her, Bernice could hear the',jet,-8.239999771118164
159,'Perry heard a grinding noise coming from his',engine,-9.302882194519043
160,'If Jim's manager is incompetent, he has a legitimate right to',argue,-9.817031860351562
161,'In the best part of the movie, the hero has to impersonate the',criminal,-5.456155300140381
162,'The princess wore a',hat,-4.985406398773193
164,'After the flood, the house smelled of mildew and everything in it was',destroyed,-5.857542037963867
165,'Everyone on the scene gathered around to look at the',crash,-6.938499450683594
166,'The final score of the game was',even,-8.442448616027832
167,'After swimming the English Channel, Bonita was cold and completely',beat,-12.386098861694336
168,'She had the data to back up everything she said, so the hostile questions did not shake her',composure,-3.536633014678955
169,'The new dress was very pretty, but it was cut from an unusual',material,-2.2009642124176025
170,'When the little girl saw the big dog lumbering towards her, she began to',flee,-7.79748010635376
171,'From her house a half mile away, Diana could still hear the loud cheers coming from the',stands,-7.922119617462158
172,'Five ships did not survive the',tsunami,-9.042831420898438
173,'The paramedics on the scene helped the passengers after the big car',wreck,-3.313511371612549
174,'The pilot spoke to an air traffic controller just before the',collision,-3.33327054977417
175,'The boy scouts started a long hike through the forest after having a big',dinner,-3.727245569229126
176,'When traveling, Roger prefers to stick to major',streets,-9.065086364746094
177,'While hemming a pair of pants, Bridget accidentally dropped her',pin,-7.885260581970215
178,'The rangers say that somewhere in the state park is a',cub,-8.751813888549805
179,'The doctor told him his headaches were due to',tension,-7.1759419441223145
180,'The groups in the parade walked by slowly, each waving their',arms,-0.7530328035354614
181,'The little girl was very sick, but unfortunately there was no',remedy,-5.861217975616455
182,'The meteor shower should have been spectacular, but the city lights blocked the',sight,-5.3227715492248535
183,'She was unsure how the book would',conclude,-7.39222526550293
185,'The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical',words,-3.609414577484131
186,'Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were',older,-7.485294342041016
187,'In the window, they posted the hours they were open for',service,-5.867794513702393
188,'They sent the kids with measles home from school because they were',infectious,-9.71780014038086
189,'Outside, Cora could hear the running',river,-6.855294704437256
190,'At night they often took a short',stroll,-2.313387393951416
191,'The wealthy author always points out that she wrote four novels before one was',printed,-4.98814582824707
192,'The kitten waited patiently because behind the refrigerator was a',rat,-8.039889335632324
193,'Norton hates getting up on winter mornings because it is always',chilly,-3.6933493614196777
194,'The fertilizer enriched the',dirt,-7.892369270324707
195,'The young girl passed her friend a',letter,-2.7950785160064697
196,'He tinkered with the engine every weekend until it was absolutely',correct,-9.340594291687012
197,'When Diane heard the shark warning, she swam as fast as she could for',land,-8.188158988952637
198,'Michael could hear the bells ringing in the tower of the',cathedral,-2.270352363586426
199,'When he got home from work on the construction site, his clothes were always',filthy,-6.0287885665893555
200,'Kevin propped his head up with a pillow as he basked in the hot',lamp,-9.252862930297852
201,'He bought it without even asking the',cost,-3.885220766067505
202,'Barry has considered proposing to his girlfriend, but he wants to wait until he is',prepared,-7.827920913696289
203,'John was disappointed to discover a scratch on his new',truck,-7.334611892700195
204,'He was afraid that doing drugs would damage his',mind,-2.9002559185028076
205,'They've been living together for a long time, but don't think they're actually',engaged,-4.679956436157227
206,'Dennis the Menance was known for making',mischief,-5.4852986335754395
207,'When the shooting started they ran for',shelter,-5.04612398147583
208,'The federal agents examined the hundred dollar bill with a microscope to see if it was',genuine,-1.7225106954574585
209,'Eva turned down the heat and left the sauce on the stove to',cook,-2.2834253311157227
210,'Alone in the canyon, he was so spooked he was scared by his own',reflection,-3.9950013160705566
212,'The bad boy was sent to his',bedroom,-4.845651149749756
213,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',wounds,-2.8913867473602295
214,'Trying to evade their captors, the escaped prisoners of war lived in constant',terror,-1.3262724876403809
215,'The tip of the knife was',pointed,-4.259963035583496
216,'The little girl pulled on the rubber band to see how far it would',extend,-3.6150565147399902
217,'The soldiers had special night vision goggles so they could see the',invaders,-5.30252742767334
218,'George was born into a wealthy family and has no idea what it's like to be',needy,-12.224701881408691
219,'Looking for bats, Karen descended into the depths of the',cavern,-2.5997772216796875
220,'We finally got a decent picture on the TV after an hour of adjusting the',wires,-7.139323711395264
221,'It took a week to get his car fixed because the parts were out of',supply,-9.683282852172852
222,'The dispute was settled by a third',person,-10.151043891906738
223,'Our guests should be arriving',shortly,-0.9720923900604248
224,'The dough was put in the hot',stove,-4.682413578033447
225,'Andrew was glad that the meeting was very',brief,-1.1749110221862793
226,'When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour',van,-6.1213154792785645
227,'Most shark attacks occur very close to',land,-3.422926187515259
228,'He didn't have to spend much money on the car because he found an incredible',bargain,-5.093902587890625
229,'The wealthy child went to a private',college,-8.387199401855469
230,'When you go to bed, turn off the',lamp,-2.4376003742218018
231,'George must keep his pet on a',chain,-7.002527236938477
232,'He didn't have time to file everything on his desk, so he organized it into two',stacks,-4.1711249351501465
233,'The whole town came to hear their mayor',talk,-2.6121840476989746
234,'Josie found she could not bend the elbow of her broken',limb,-9.18313980102539
235,'It's hard to admit when one is',incorrect,-8.890737533569336
236,'Vic asked her to repeat what she had',uttered,-7.6745100021362305
237,'When they were in London they visited Buckingham',castle,-4.916183948516846
238,'The agent was sent to South America on a secret',assignment,-2.939084529876709
239,'Sam knew that rain was coming because he could smell it in the',wind,-4.737820625305176
240,'His boss refused to give him a',bonus,-5.755185127258301
241,'She flew in late last night and really didn't get much',rest,-4.976823806762695
242,'After a week, they gave up on the missing hikers and called off the',hunt,-3.6893208026885986
243,'Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major',project,-8.241750717163086
244,'The cigar burned a hole in the',jacket,-7.622838020324707
245,'His first film was a failure, but he learned some techniques in that first',role,-4.912988662719727
246,'He was hired for the job because of his fresh new',ideas,-3.7006967067718506
247,'The journal issue that has the new article about diseases of the eye is still in',stores,-11.061003684997559
248,'Every spring they held the annual',meeting,-2.452260971069336
249,'Penelope started to assemble her new bicycle, but was missing the',instructions,-4.3928303718566895
251,'Jennifer disliked walking under the trees at the edge of the park because they were always full of',sap,-7.426566123962402
252,'The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or',abstract,-12.282609939575195
253,'I don't know why people like to see their initials in',cement,-6.516753196716309
254,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',fragile,-4.257444858551025
255,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',statue,-7.965551853179932
256,'He took a job training dogs for the',disabled,-6.194033145904541
257,'The conductor gave detailed instructions to the',engineer,-6.970240592956543
258,'Down in the basement, Steve and Robert were playing',music,-4.769479751586914
259,'After the most recent price increase, the small business owner decided to order his office supplies from another',country,-5.643399715423584
260,'Sharon was sad that she had lost her',keys,-10.105591773986816
261,'All of armed services will admit women, but females are barred from',ships,-8.31899642944336
262,'After the divorce, she had to move out of the expensive house to an apartment that was',ugly,-8.881573677062988
263,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',marriage,-11.0437593460083
264,'Some of his jokes were crummy, but those one-liners were',terrible,-7.780770778656006
265,'The inspector from the health department found a roach in a very expensive',meal,-6.769733428955078
266,'The conductor had no idea that the train had been boarded by a known',politician,-7.9197516441345215
267,'The nurse brought him a glass of juice and his',pillow,-7.657018184661865
268,'The teacher was not looking forward to another year of',chaos,-7.197487831115723
269,'Steve skipped his annual checkup for another',event,-9.434334754943848
270,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',short,-1.6751502752304077
271,'She poured water on the',dishes,-6.636592388153076
272,'Mark liked the older houses, but Susan wanted to buy one that was new and',expensive,-5.029951095581055
273,'In an old sitcom, he was the wise family',neighbor,-3.8076295852661133
274,'The government controlled the news media, so most of the reports from the war zone were',wrong,-6.808498382568359
275,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',tooth,-4.033723831176758
276,'During the summer, the children hung out at the',theatre,-6.4125142097473145
277,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',king,-8.12228012084961
278,'The little girl kept a lock on her',bicycle,-10.668365478515625
279,'Flying low above her, Bernice could hear the',bees,-9.656965255737305
280,'Perry heard a grinding noise coming from his',jaw,-10.63048267364502
281,'If Jim's manager is incompetent, he has a legitimate right to',leave,-4.788605690002441
282,'In the best part of the movie, the hero has to impersonate the',princess,-5.848379611968994
283,'The princess wore a',gown,-3.6911520957946777
284,'Jason was disappointed when the other scouts scared off the elk by loudly beating the',bushes,-2.037470817565918
285,'After the flood, the house smelled of mildew and everything in it was',damp,-1.43839430809021
286,'Everyone on the scene gathered around to look at the',celebrity,-8.8125
287,'The final score of the game was',posted,-7.845531940460205
288,'After swimming the English Channel, Bonita was cold and completely',blue,-12.034420013427734
289,'She had the data to back up everything she said, so the hostile questions did not shake her',opinion,-7.350744247436523
290,'The new dress was very pretty, but it was cut from an unusual',pattern,-4.2599029541015625
291,'When the little girl saw the big dog lumbering towards her, she began to',smile,-7.11414098739624
292,'From her house a half mile away, Diana could still hear the loud cheers coming from the',parade,-8.29321575164795
293,'Five ships did not survive the',battle,-1.2796008586883545
294,'The paramedics on the scene helped the passengers after the big car',exploded,-2.339627742767334
295,'The pilot spoke to an air traffic controller just before the',takeoff,-0.9921325445175171
296,'The boy scouts started a long hike through the forest after having a big',meeting,-6.285360336303711
297,'When traveling, Roger prefers to stick to major',airlines,-6.775305271148682
298,'While hemming a pair of pants, Bridget accidentally dropped her',glasses,-7.854747772216797
299,'The rangers say that somewhere in the state park is a',mine,-6.0001654624938965
300,'The doctor told him his headaches were due to',tumors,-12.627285957336426
301,'The groups in the parade walked by slowly, each waving their',banners,-5.002790451049805
302,'The little girl was very sick, but unfortunately there was no',hospital,-4.275207996368408
303,'The meteor shower should have been spectacular, but the city lights blocked the',sky,-3.3637566566467285
304,'She was unsure how the book would',sell,-7.337735176086426
305,'He was desperate for a job, so finally took something doing door to door',delivery,-6.830101490020752
306,'The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical',procedures,-4.846377849578857
307,'Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were',female,-8.139825820922852
308,'In the window, they posted the hours they were open for',today,-9.802180290222168
309,'They sent the kids with measles home from school because they were',scratching,-14.65375804901123
310,'Outside, Cora could hear the running',horses,-4.001475811004639
311,'At night they often took a short',swim,-5.089955806732178
312,'The wealthy author always points out that she wrote four novels before one was',banned,-8.563669204711914
313,'The kitten waited patiently because behind the refrigerator was a',ball,-10.099613189697266
314,'Norton hates getting up on winter mornings because it is always',dark,-2.7311720848083496
315,'The fertilizer enriched the',plants,-4.265183448791504
316,'The young girl passed her friend a',doll,-7.694554328918457
317,'He tinkered with the engine every weekend until it was absolutely',ruined,-7.963301181793213
318,'When Diane heard the shark warning, she swam as fast as she could for',safety,-2.812112808227539
319,'Michael could hear the bells ringing in the tower of the',castle,-4.784025192260742
320,'When he got home from work on the construction site, his clothes were always',torn,-4.5444231033325195
321,'Kevin propped his head up with a pillow as he basked in the hot',tub,-4.158160209655762
322,'He bought it without even asking the',boss,-6.982686996459961
323,'Barry has considered proposing to his girlfriend, but he wants to wait until he is',older,-1.6484808921813965
324,'John was disappointed to discover a scratch on his new',watch,-5.57137393951416
325,'He was afraid that doing drugs would damage his',reputation,-4.288612365722656
326,'They've been living together for a long time, but don't think they're actually',happy,-4.835193634033203
327,'Dennis the Menance was known for making',jokes,-2.804844856262207
328,'When the shooting started they ran for',help,-4.829503536224365
329,'The federal agents examined the hundred dollar bill with a microscope to see if it was',contaminated,-4.187718868255615
330,'Eva turned down the heat and left the sauce on the stove to',cool,-0.37268927693367004
331,'Alone in the canyon, he was so spooked he was scared by his own',horse,-8.241026878356934
332,'Betsy could never tell a',joke,-5.250535011291504
333,'The bad boy was sent to his',principal,-9.281760215759277
334,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',tattoos,-2.7028110027313232
335,'Trying to evade their captors, the escaped prisoners of war lived in constant',hiding,-3.861776828765869
336,'The tip of the knife was',broken,-3.824763536453247
337,'The little girl pulled on the rubber band to see how far it would',fly,-6.732117176055908
338,'The soldiers had special night vision goggles so they could see the',camp,-4.281281471252441
339,'George was born into a wealthy family and has no idea what it's like to be',hungry,-8.226012229919434
340,'Looking for bats, Karen descended into the depths of the',castle,-6.740656852722168
341,'We finally got a decent picture on the TV after an hour of adjusting the',contrast,-16.317655563354492
342,'It took a week to get his car fixed because the parts were out of',state,-4.53225564956665
343,'The dispute was settled by a third',vote,-9.773746490478516
344,'Our guests should be arriving',separately,-11.279128074645996
345,'The dough was put in the hot',grease,-4.908435344696045
346,'Andrew was glad that the meeting was very',productive,-7.1005539894104
347,'When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour',group,-4.338648319244385
348,'Most shark attacks occur very close to',dusk,-10.088957786560059
349,'He didn't have to spend much money on the car because he found an incredible',mechanic,-4.310854911804199
350,'The wealthy child went to a private',hospital,-6.2242841720581055
351,'When you go to bed, turn off the',stereo,-6.605288505554199
352,'George must keep his pet on a',diet,-2.9892942905426025
353,'He didn't have time to file everything on his desk, so he organized it into two',boxes,-5.228243350982666
354,'The whole town came to hear their mayor',resign,-13.297151565551758
355,'Josie found she could not bend the elbow of her broken',doll,-8.722040176391602
356,'It's hard to admit when one is',lonely,-6.363929748535156
357,'Vic asked her to repeat what she had',heard,-2.3980042934417725
358,'When they were in London they visited Buckingham',twice,-15.011614799499512
359,'The agent was sent to South America on a secret',jet,-13.6043701171875
360,'Sam knew that rain was coming because he could smell it in the',morning,-9.463300704956055
361,'His boss refused to give him a',vacation,-7.6387786865234375
362,'She flew in late last night and really didn't get much',dinner,-9.741931915283203
363,'After a week, they gave up on the missing hikers and called off the',helicopters,-11.665606498718262
364,'Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major',pillow,-14.292038917541504
365,'The cigar burned a hole in the',chaos,-14.613899230957031
366,'His first film was a failure, but he learned some techniques in that first',umbrella,-16.970853805541992
367,'He was hired for the job because of his fresh new',autumn,-16.542367935180664
368,'The journal issue that has the new article about diseases of the eye is still in',treason,-17.810447692871094
369,'Every spring they held the annual',disorder,-15.37629222869873
370,'Penelope started to assemble her new bicycle, but was missing the',king,-11.496336936950684
371,'The restaurant will reopen with new',treason,-20.544301986694336
372,'Jennifer disliked walking under the trees at the edge of the park because they were always full of',weekends,-17.670024871826172
373,'The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or',allergic,-16.843149185180664
374,'I don't know why people like to see their initials in',dusk,-15.699193954467773
375,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',disqualified,-16.320898056030273
376,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',bicycle,-15.617392539978027
377,'He took a job training dogs for the',blankets,-14.08980941772461
378,'The conductor gave detailed instructions to the',dishes,-13.330810546875
379,'Down in the basement, Steve and Robert were playing',banners,-20.0664005279541
380,'After the most recent price increase, the small business owner decided to order his office supplies from another',gown,-19.87742042541504
381,'Sharon was sad that she had lost her',takeoff,-18.752017974853516
382,'All of armed services will admit women, but females are barred from',metal,-15.885032653808594
383,'After the divorce, she had to move out of the expensive house to an apartment that was',fired,-17.2763671875
384,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',ditch,-18.328907012939453
385,'Some of his jokes were crummy, but those one-liners were',torn,-15.40006160736084
386,'The inspector from the health department found a roach in a very expensive',speech,-13.576066017150879
387,'The conductor had no idea that the train had been boarded by a known',bottle,-16.64626693725586
388,'The nurse brought him a glass of juice and his',taxis,-22.12779998779297
389,'The teacher was not looking forward to another year of',cargo,-18.54818344116211
390,'Steve skipped his annual checkup for another',forest,-15.932347297668457
391,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',endangered,-15.399686813354492
392,'She poured water on the',takeoff,-15.14586067199707
393,'Mark liked the older houses, but Susan wanted to buy one that was new and',embarrassed,-17.563133239746094
394,'In an old sitcom, he was the wise family',highway,-16.250125885009766
395,'The government controlled the news media, so most of the reports from the war zone were',hungry,-17.01580810546875
396,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',pedestrians,-18.752830505371094
397,'During the summer, the children hung out at the',gown,-16.62777328491211
398,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',chilly,-21.921138763427734
399,'The little girl kept a lock on her',cement,-15.30897045135498
400,'Flying low above her, Bernice could hear the',arena,-11.021696090698242
401,'Perry heard a grinding noise coming from his',cure,-12.109705924987793
402,'If Jim's manager is incompetent, he has a legitimate right to',water,-9.399785995483398
403,'In the best part of the movie, the hero has to impersonate the',business,-13.93192195892334
404,'The princess wore a',sound,-12.201650619506836
405,'Jason was disappointed when the other scouts scared off the elk by loudly beating the',diamond,-15.188117980957031
406,'After the flood, the house smelled of mildew and everything in it was',young,-11.191129684448242
407,'Everyone on the scene gathered around to look at the',temper,-15.359525680541992
408,'The final score of the game was',bugs,-15.824862480163574
409,'After swimming the English Channel, Bonita was cold and completely',affordable,-20.944189071655273
410,'She had the data to back up everything she said, so the hostile questions did not shake her',music,-13.38023567199707
411,'The new dress was very pretty, but it was cut from an unusual',porch,-15.3309326171875
412,'When the little girl saw the big dog lumbering towards her, she began to',attend,-15.856992721557617
413,'From her house a half mile away, Diana could still hear the loud cheers coming from the',mistakes,-20.741741180419922
