sentence_num,sentence,word,llama_prob
79,'Damon preferred climbing stairs over going up a',wheelchair,-8.630653381347656
80,'The group had been brainstorming all day but they still didn't have an',idea,-0.6802080869674683
81,'Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a',cat,-3.373793125152588
82,'Whenever Josh had too much to drink, he became belligerent and would try to start an',affair,-8.452452659606934
83,'For the snowman's eyes the children used two pieces of coal, and for its nose they used a',carrot,-5.09782075881958
84,'Katie did not like to say words with the letter s because she spoke with an',accent,-1.117909550666809
85,'The tweeting in the treetops sounded like a',bird,-3.6076409816741943
86,'It was difficult to understand the foreign professor because he had a',lisp,-5.152971174567938
87,'The bakery did not accept credit cards so Peter would have to write a',cheque,-3.3516969680786133
88,'Without the floats and the marching bands it wasn't much of a',parade,-0.3801501393318176
89,'On a street corner in Paris Kim had her portrait painted by an',artist,-1.019607663154602
90,'Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a',kite,-8.260601997375488
91,'Dale was very sorry for what he had said to Bernadette and he knew that he owed her an',apology,-0.31011709570884705
92,'When the representative retired in the middle of his term, the state was forced to hold an',election,-0.06033657118678093
93,'Marge hated baiting the hook, but she knew that it was the only way to catch an',octopus,-4.14412010088563
94,'The day was breezy so the boy went outside to fly an',aeroplane,-2.851669939031126
95,'James is an avid reader, so for his birthday his sister decided to give him an',education,-7.020541191101074
96,'When her husband started staying late at the office every night, Joanne began to suspect that he was having a',fight,-8.822183609008789
97,'Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a',book,-9.10118293762207
98,'When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a',fish,-4.7920074462890625
99,'The old wives' tale says that if you want to keep the doctor away then you should eat an',apple,-0.3001346290111542
100,'Surrounded by mountains, Lola shouted across the valley and heard an',echo,-2.1886749267578125
101,'Betsy had no desire to enter the working world, so decided to stay at the university and remain a',student,-0.5473246574401855
102,'Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an',iron,-0.04706566035747528
103,'When I called his house Nolan was not home but his mother said she could relay an',invitation,-5.553562641143799
104,'Because it frequently rains in London it's a good idea to always carry a',newspaper,-9.381882667541504
105,'Instead of recording a live album the band decided they would have more control if they recorded in a',studio,-0.4474148452281952
106,'As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an',umbrella,-4.859050273895264
107,'When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a',fire,-1.8736176490783691
108,'Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an',allowance,-0.6348779797554016
109,'When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an',accident,-1.3747278451919556
110,'Because Bart did not clean his wound properly he ended up getting a',tattoo,-5.979191780090332
111,'Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an',emergency,-1.178732991218567
112,'No matter how safely you drive your car chances are someday you'll be involved in a',race,-11.384984016418457
113,'The highlight of Jack's trip to India was when he got to ride an',elephant,-0.14388003945350647
114,'Frank wanted to design a very modern house so he sought advice from an',architect,-0.3696087896823883
115,'Sue had wanted to go to Tim's birthday party but she was still waiting for a',message,-6.053890228271484
116,'Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a',pound,-3.261575222015381
117,'When the pipe broke in the bathroom Felicia looked through the phonebook to find a',plumber,-0.19662633538246155
118,'I wanted to put my coat in the closet but I could not find a',hanger,-2.696330264909193
119,'The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an',infection,-2.2721545696258545
120,'There are always ways to improve your game whether you're an advanced tennis player or merely a',beginner,-0.6270548701286316
121,'Before little Gloria went to sleep she wanted to hear an',excuse,-9.210257530212402
122,'The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an',amateur,-1.80394446849823
123,'When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a',stamp,-1.5497848987579346
124,'Dana enjoyed singing in private but was scared to death at the thought of performing in front of a',crowd,-1.1014666557312012
125,'Carrie's father had always joked that two is company but three is an',audience,-3.639899492263794
126,'Jeffrey mailed the letter without an',envelope,-0.9242434501647949
127,'The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a',city,-3.8235716819763184
128,'After Joanne's first book was published she finally felt she could call herself a',success,-6.3492350578308105
129,'Alicia's first client was a failure but her second was an',author,-7.708300590515137
130,'The doctors told Monica not to use her legs too much so soon after her surgery so she often used a',wheelchair,-1.2571711540222168
131,'From a young age Steven had an interest in filmmaking and had always dreamed of being a',director,-1.4573851823806763
132,'Marie wanted to sample a tiny bit of the sauce so she daintily dipped a',finger,-3.1920981407165527
133,'Older children often have a harder time than younger children dealing with the loss of a',parent,-1.2616159915924072
134,'Hannah wanted to live in a small town but her husband preferred to live closer to an',airport,-0.6794751286506653
135,'Damon preferred climbing stairs over going up an',escalator,-1.152425550390035
136,'At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an',onion,-1.0509852170944214
137,'As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a',cat,-5.475021839141846
138,'Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an',owl,-3.2697482109069824
139,'The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a',liquid,-8.150178909301758
140,'The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an',ocean,-0.031743355095386505
141,'Because they were playing baseball so close to the house the children ended up shattering a',window,-0.6582667827606201
142,'The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a',compliment,-7.715768814086914
143,'While Natasha was strolling through the colourful gardens she reached down and picked a',flower,-1.866341471672058
144,'Violet was just learning how to make an omelette so her father began by showing her how to crack an',egg,-0.0030599460005760193
145,'Marcy did not deal well with praise and had never really learned how to take an',order,-7.062765121459961
146,'You never forget how to ride a',bicycle,-1.6435062885284424
147,'Lance had moved to Hollywood in hopes of becoming an',actor,-0.0959877297282219
148,'Amelia did not want to go to the bar with her friends after seeing the movie so she made up a',story,-0.8931530714035034
149,'In order to get into an R-rated movie children under 17 must be accompanied by an',adult,-0.02976326085627079
150,'Bob claims to be from outer space but nobody believes that he is actually a',tourist,-6.896239280700684
151,'Being from the mainland Karen never got used to the feeling of living on an',island,-0.05472194403409958
152,'The guys didn't know what to call their band so Trent told everyone to come up with an',idea,-1.5728394985198975
153,'Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an',element,-3.757018566131592
154,'As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a',mirage,-0.14065167517401278
155,'Carly wasn't sure if the Venus flytrap was classified as a plant or as an',animal,-0.13567891716957092
156,'Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a',ship,-2.4231069087982178
157,'Although the basketball team's defence was very strong they did not have so much of an',offense,-6.962946891784668
158,'With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an',alien,-5.596099853515625
159,'The group had been brainstorming all day but they still didn't have a',name,-2.0885071754455566
160,'Ever since Mr.Barnes had moved away Bobby's football team had been left without a',coach,-0.6397260427474976
