2,'Grace laughed when he referred to her as a',queen,-8.54760456085205
2,'Grace laughed when he referred to her as a',chick,-8.459226608276367
2,'Grace laughed when he referred to her as a',cancer,-10.230751991271973
2,'Grace laughed when he referred to her as a',girlfriend,-10.49263858795166
2,'Grace laughed when he referred to her as a',goof,-11.973878860473633
2,'Grace laughed when he referred to her as a',bird,-8.071394920349121
2,'Grace laughed when he referred to her as a',mom,-7.473341941833496
2,'Grace laughed when he referred to her as a',buffalo,-11.765350341796875
2,'Grace laughed when he referred to her as a',grouch,-11.91767406463623
2,'Grace laughed when he referred to her as a',scamp,-10.460085153579712
2,'Grace laughed when he referred to her as a',hag,-9.870564699172974
2,'Grace laughed when he referred to her as a',simpleton,-11.111447095870972
3,'The baby's face puckered when she ate something',sour,-6.6479716300964355
3,'The baby's face puckered when she ate something',salty,-7.282135486602783
3,'The baby's face puckered when she ate something',bitter,-8.437736511230469
3,'The baby's face puckered when she ate something',slimy,-12.400986866559833
3,'The baby's face puckered when she ate something',tart,-11.045234680175781
3,'The baby's face puckered when she ate something',sweet,-9.692649841308594
4,'The beach is the place we will usually',swim,-8.521857261657715
4,'The beach is the place we will usually',go,-2.7601497173309326
4,'The beach is the place we will usually',vacation,-8.901636123657227
4,'The beach is the place we will usually',visit,-5.496610641479492
4,'The beach is the place we will usually',relax,-5.647174835205078
4,'The beach is the place we will usually',meet,-7.925602912902832
4,'The beach is the place we will usually',stay,-7.448476791381836
4,'The beach is the place we will usually',sunbathe,-10.937085993064102
4,'The beach is the place we will usually',gather,-7.100542068481445
4,'The beach is the place we will usually',rest,-9.252902030944824
4,'The beach is the place we will usually',tan,-12.941009521484375
4,'The beach is the place we will usually',avoid,-8.818903923034668
4,'The beach is the place we will usually',celebrate,-8.78813648223877
4,'The beach is the place we will usually',like,-7.397397994995117
4,'The beach is the place we will usually',bodysurf,-17.489577824249864
4,'The beach is the place we will usually',walk,-8.272157669067383
4,'The beach is the place we will usually',ch,-11.20337200164795
4,'The beach is the place we will usually',trash,-14.68305778503418
4,'The beach is the place we will usually',picnic,-10.012138366699219
4,'The beach is the place we will usually',park,-11.675788879394531
4,'The beach is the place we will usually',dig,-10.489274978637695
5,'After waiting three hours, Cal whined and started to',cry,-6.882663726806641
5,'After waiting three hours, Cal whined and started to',complain,-5.290900230407715
5,'After waiting three hours, Cal whined and started to',leave,-8.080511093139648
5,'After waiting three hours, Cal whined and started to',squirm,-9.483417976647615
5,'After waiting three hours, Cal whined and started to',pout,-5.914753079414368
5,'After waiting three hours, Cal whined and started to',fidget,-8.952379800379276
5,'After waiting three hours, Cal whined and started to',yell,-10.167020797729492
5,'After waiting three hours, Cal whined and started to',pace,-8.565985679626465
5,'After waiting three hours, Cal whined and started to',argue,-9.01960277557373
5,'After waiting three hours, Cal whined and started to',weep,-10.281773606315255
5,'After waiting three hours, Cal whined and started to',paw,-8.429521560668945
5,'After waiting three hours, Cal whined and started to',pant,-13.196768760681152
5,'After waiting three hours, Cal whined and started to',twitch,-11.015006065368652
5,'After waiting three hours, Cal whined and started to',sulk,-5.273099921643734
5,'After waiting three hours, Cal whined and started to',fret,-13.883514404296875
5,'After waiting three hours, Cal whined and started to',stomp,-7.395432615187019
5,'After waiting three hours, Cal whined and started to',bark,-7.71860408782959
6,'While watching the funny movie, Kim was overcome with',laughter,-3.0623672008514404
6,'While watching the funny movie, Kim was overcome with',joy,-4.473554611206055
6,'While watching the funny movie, Kim was overcome with',emotion,-4.536734580993652
6,'While watching the funny movie, Kim was overcome with',hiccups,-12.564007318927906
6,'While watching the funny movie, Kim was overcome with',giggles,-5.640082039870322
6,'While watching the funny movie, Kim was overcome with',spasms,-10.26571150869131
6,'While watching the funny movie, Kim was overcome with',humor,-6.867537498474121
7,'Hearing noises from above, the confused man inspected the',attic,-7.417567253112793
7,'Hearing noises from above, the confused man inspected the',ceiling,-3.183913230895996
7,'Hearing noises from above, the confused man inspected the',roof,-3.0121688842773438
7,'Hearing noises from above, the confused man inspected the',sky,-8.405877113342285
7,'Hearing noises from above, the confused man inspected the',door,-8.693005561828613
7,'Hearing noises from above, the confused man inspected the',bedroom,-9.631540298461914
7,'Hearing noises from above, the confused man inspected the',worst,-14.207815170288086
7,'Hearing noises from above, the confused man inspected the',stairway,-10.711827278137207
7,'Hearing noises from above, the confused man inspected the',pipes,-9.156963348388672
7,'Hearing noises from above, the confused man inspected the',machine,-9.917988777160645
7,'Hearing noises from above, the confused man inspected the',kids,-13.646017074584961
7,'Hearing noises from above, the confused man inspected the',vents,-10.329227447509766
7,'Hearing noises from above, the confused man inspected the',fan,-11.870728492736816
7,'Hearing noises from above, the confused man inspected the',source,-12.507328987121582
7,'Hearing noises from above, the confused man inspected the',stairs,-9.87609577178955
7,'Hearing noises from above, the confused man inspected the',upstairs,-8.144636154174805
7,'Hearing noises from above, the confused man inspected the',clouds,-11.312047958374023
7,'Hearing noises from above, the confused man inspected the',tree,-8.07210636138916
7,'Hearing noises from above, the confused man inspected the',room,-7.458647727966309
7,'Hearing noises from above, the confused man inspected the',rooftop,-6.110128402709961
7,'Hearing noises from above, the confused man inspected the',area,-6.836025238037109
8,'The restaurants on the west end were very',expensive,-6.122348308563232
8,'The restaurants on the west end were very',posh,-10.934307059273124
8,'The restaurants on the west end were very',crowded,-4.6511054039001465
8,'The restaurants on the west end were very',fancy,-9.134506225585938
8,'The restaurants on the west end were very',busy,-6.235721111297607
8,'The restaurants on the west end were very',good,-5.812099933624268
8,'The restaurants on the west end were very',pricey,-10.478296279907227
8,'The restaurants on the west end were very',nice,-5.443243503570557
8,'The restaurants on the west end were very',noisy,-7.263059139251709
8,'The restaurants on the west end were very',swanky,-10.75054144859314
8,'The restaurants on the west end were very',dirty,-6.987793445587158
8,'The restaurants on the west end were very',clean,-8.212182998657227
8,'The restaurants on the west end were very',chic,-10.23027229309082
8,'The restaurants on the west end were very',best,-10.569067001342773
8,'The restaurants on the west end were very',trendy,-7.541693210601807
8,'The restaurants on the west end were very',hot,-8.994853973388672
8,'The restaurants on the west end were very',wonderful,-9.486745834350586
8,'The restaurants on the west end were very',extravagant,-9.831689834594727
8,'The restaurants on the west end were very',cheap,-6.068508625030518
8,'The restaurants on the west end were very',loud,-7.617527484893799
8,'The restaurants on the west end were very',old,-8.200067520141602
8,'The restaurants on the west end were very',dry,-11.046199798583984
8,'The restaurants on the west end were very',elegant,-9.82124137878418
8,'The restaurants on the west end were very',classy,-11.082469940185547
8,'The restaurants on the west end were very',high end,-11.169172048568726
8,'The restaurants on the west end were very',sparse,-11.706979751586914
8,'The restaurants on the west end were very',upscale,-10.663835525512695
8,'The restaurants on the west end were very',luxurious,-12.190900802612305
9,'Tim was very tired, so he was difficult to',understand,-9.326875686645508
9,'Tim was very tired, so he was difficult to',wake,-6.565548896789551
9,'Tim was very tired, so he was difficult to',control,-9.902318000793457
9,'Tim was very tired, so he was difficult to',hear,-8.041104316711426
9,'Tim was very tired, so he was difficult to',tolerate,-12.271045684814453
9,'Tim was very tired, so he was difficult to',handle,-13.191065788269043
9,'Tim was very tired, so he was difficult to',entertain,-13.126893043518066
9,'Tim was very tired, so he was difficult to',manage,-11.493753433227539
9,'Tim was very tired, so he was difficult to',please,-8.891911506652832
9,'Tim was very tired, so he was difficult to',soothe,-16.075274098664522
9,'Tim was very tired, so he was difficult to',rouse,-11.358976125717163
9,'Tim was very tired, so he was difficult to',arouse,-8.902162779122591
9,'Tim was very tired, so he was difficult to',see,-8.80737590789795
9,'Tim was very tired, so he was difficult to',engage,-13.135788917541504
9,'Tim was very tired, so he was difficult to',work,-9.660919189453125
9,'Tim was very tired, so he was difficult to',convince,-12.286380767822266
9,'Tim was very tired, so he was difficult to',placate,-19.084457397460938
9,'Tim was very tired, so he was difficult to',confront,-16.06037139892578
9,'Tim was very tired, so he was difficult to',motivate,-11.744306564331055
9,'Tim was very tired, so he was difficult to',move,-10.95421028137207
9,'Tim was very tired, so he was difficult to',drive,-9.076627731323242
9,'Tim was very tired, so he was difficult to',deal with,-10.243124052882195
9,'Tim was very tired, so he was difficult to',help,-10.762646675109863
9,'Tim was very tired, so he was difficult to',read,-9.12191104888916
9,'Tim was very tired, so he was difficult to',calm,-12.621892929077148
9,'Tim was very tired, so he was difficult to',carry,-8.532248497009277
9,'Tim was very tired, so he was difficult to',talk to,-11.33834046125412
9,'Tim was very tired, so he was difficult to',enjoy,-12.85694694519043
9,'Tim was very tired, so he was difficult to',relax,-11.735572814941406
9,'Tim was very tired, so he was difficult to',interrogate,-16.10623286664486
9,'Tim was very tired, so he was difficult to',teach,-11.276981353759766
9,'Tim was very tired, so he was difficult to',find,-8.532981872558594
9,'Tim was very tired, so he was difficult to',endure,-13.799718856811523
9,'Tim was very tired, so he was difficult to',coax,-13.405572891235352
9,'Tim was very tired, so he was difficult to',talk,-10.416838645935059
9,'Tim was very tired, so he was difficult to',concentrate,-12.508712768554688
9,'Tim was very tired, so he was difficult to',visit,-12.413490295410156
9,'Tim was very tired, so he was difficult to',take,-7.962827682495117
9,'Tim was very tired, so he was difficult to',arouse,-8.902162779122591
9,'Tim was very tired, so he was difficult to',study,-12.586014747619629
9,'Tim was very tired, so he was difficult to',consult,-15.596421241760254
9,'Tim was very tired, so he was difficult to',excite,-9.680843714624643
10,'Jean was satisfied as her sculpture began to take',shape,-3.280426263809204
10,'Jean was satisfied as her sculpture began to take',form,-4.776275634765625
10,'Jean was satisfied as her sculpture began to take',effect,-12.419716835021973
10,'Jean was satisfied as her sculpture began to take',pictures,-16.75950050354004
10,'Jean was satisfied as her sculpture began to take',action,-15.325912475585938
10,'Jean was satisfied as her sculpture began to take',money,-19.038969039916992
10,'Jean was satisfied as her sculpture began to take',glow,-20.375640869140625
10,'Jean was satisfied as her sculpture began to take',off,-13.387711524963379
10,'Jean was satisfied as her sculpture began to take',measurements,-16.466245651245117
10,'Jean was satisfied as her sculpture began to take',life,-8.972651481628418
10,'Jean was satisfied as her sculpture began to take',dry,-15.021995544433594
10,'Jean was satisfied as her sculpture began to take',hold,-16.031349182128906
11,'Pressed for time, Beth made a quick grocery',run,-5.3073296546936035
11,'Pressed for time, Beth made a quick grocery',trip,-4.333083629608154
11,'Pressed for time, Beth made a quick grocery',list,-1.8807787895202637
11,'Pressed for time, Beth made a quick grocery',stop,-4.276312351226807
11,'Pressed for time, Beth made a quick grocery',visit,-7.376291751861572
12,'A village was discovered between the mountains, in a',valley,-4.216816425323486
12,'A village was discovered between the mountains, in a',cave,-9.100807189941406
12,'A village was discovered between the mountains, in a',ravine,-10.01565827592276
12,'A village was discovered between the mountains, in a',private place,-13.651440858840942
12,'A village was discovered between the mountains, in a',circle,-7.967998504638672
12,'A village was discovered between the mountains, in a',river,-7.4833502769470215
12,'A village was discovered between the mountains, in a',cavern,-12.310835838317871
12,'A village was discovered between the mountains, in a',field,-8.381199836730957
12,'A village was discovered between the mountains, in a',nadir,-15.57335240393877
12,'A village was discovered between the mountains, in a',tunnel,-10.657882690429688
12,'A village was discovered between the mountains, in a',community,-11.191036224365234
12,'A village was discovered between the mountains, in a',jungle,-10.588226318359375
12,'A village was discovered between the mountains, in a',gap,-10.123815536499023
12,'A village was discovered between the mountains, in a',foreign,-12.932636260986328
12,'A village was discovered between the mountains, in a',forest,-6.330519199371338
12,'A village was discovered between the mountains, in a',cliff,-10.176448822021484
12,'A village was discovered between the mountains, in a',town,-9.466365814208984
13,'David lost tug-of-war because he was too tired to',pull,-1.8142619132995605
13,'David lost tug-of-war because he was too tired to',play,-8.764375686645508
13,'David lost tug-of-war because he was too tired to',care,-13.472257614135742
13,'David lost tug-of-war because he was too tired to',fight,-5.627156734466553
13,'David lost tug-of-war because he was too tired to',compete,-7.495084285736084
13,'David lost tug-of-war because he was too tired to',stand,-10.056100845336914
13,'David lost tug-of-war because he was too tired to',give it his best,-11.616110414266586
13,'David lost tug-of-war because he was too tired to',grip,-5.660441875457764
13,'David lost tug-of-war because he was too tired to',weak,-12.525909423828125
14,'The patient was angry for receiving the wrong',medicine,-2.747676134109497
14,'The patient was angry for receiving the wrong',medication,-4.013326644897461
14,'The patient was angry for receiving the wrong',diagnosis,-7.07160758972168
14,'The patient was angry for receiving the wrong',treatment,-3.587468385696411
14,'The patient was angry for receiving the wrong',dose,-6.653244972229004
14,'The patient was angry for receiving the wrong',prescription,-3.586890459060669
14,'The patient was angry for receiving the wrong',pills,-7.436398506164551
14,'The patient was angry for receiving the wrong',drug,-5.625594139099121
14,'The patient was angry for receiving the wrong',info,-13.208233833312988
14,'The patient was angry for receiving the wrong',cure,-12.701703071594238
14,'The patient was angry for receiving the wrong',dosage,-6.783705711364746
14,'The patient was angry for receiving the wrong',message,-7.564139366149902
14,'The patient was angry for receiving the wrong',number,-8.779436111450195
14,'The patient was angry for receiving the wrong',information,-7.213164329528809
14,'The patient was angry for receiving the wrong',results,-9.060888290405273
14,'The patient was angry for receiving the wrong',lunch,-8.983355522155762
14,'The patient was angry for receiving the wrong',advice,-10.088057518005371
14,'The patient was angry for receiving the wrong',refund,-13.667264938354492
14,'The patient was angry for receiving the wrong',papers,-11.501920700073242
15,'Paige thought the color of the wall was rather',dull,-10.921207427978516
15,'Paige thought the color of the wall was rather',bland,-12.510943412780762
15,'Paige thought the color of the wall was rather',drab,-10.838092450518161
15,'Paige thought the color of the wall was rather',boring,-9.203520774841309
15,'Paige thought the color of the wall was rather',bright,-9.536199569702148
15,'Paige thought the color of the wall was rather',ugly,-6.780370712280273
15,'Paige thought the color of the wall was rather',plain,-10.140012741088867
15,'Paige thought the color of the wall was rather',pretty,-7.895890235900879
15,'Paige thought the color of the wall was rather',odd,-10.201156616210938
15,'Paige thought the color of the wall was rather',dark,-9.098664283752441
15,'Paige thought the color of the wall was rather',loud,-12.158166885375977
15,'Paige thought the color of the wall was rather',inspiring,-11.560477256774902
15,'Paige thought the color of the wall was rather',unique,-14.145303726196289
15,'Paige thought the color of the wall was rather',cool,-11.222814559936523
15,'Paige thought the color of the wall was rather',dreary,-11.005764194764197
15,'Paige thought the color of the wall was rather',vibrant,-12.71120834350586
15,'Paige thought the color of the wall was rather',soothing,-13.604911804199219
15,'Paige thought the color of the wall was rather',institutional,-13.883035659790039
15,'Paige thought the color of the wall was rather',blah,-12.46174430847168
15,'Paige thought the color of the wall was rather',dry,-13.36816692352295
15,'Paige thought the color of the wall was rather',red,-11.004670143127441
16,'The stockholders meeting started after a short',break,-5.9005327224731445
16,'The stockholders meeting started after a short',delay,-5.399990081787109
16,'The stockholders meeting started after a short',recess,-8.301715850830078
16,'The stockholders meeting started after a short',introduction,-6.945276260375977
16,'The stockholders meeting started after a short',speech,-8.258883476257324
16,'The stockholders meeting started after a short',presentation,-8.71109390258789
16,'The stockholders meeting started after a short',lunch,-6.5007429122924805
16,'The stockholders meeting started after a short',video,-10.465758323669434
16,'The stockholders meeting started after a short',prayer,-9.302633285522461
16,'The stockholders meeting started after a short',time,-9.371938705444336
16,'The stockholders meeting started after a short',chat,-11.9837646484375
16,'The stockholders meeting started after a short',pause,-8.908886909484863
16,'The stockholders meeting started after a short',breakfast,-8.903265953063965
16,'The stockholders meeting started after a short',wait,-8.998495101928711
16,'The stockholders meeting started after a short',interruption,-9.218756675720215
16,'The stockholders meeting started after a short',fall,-13.5220947265625
16,'The stockholders meeting started after a short',visit,-11.204540252685547
16,'The stockholders meeting started after a short',intermission,-7.830533146858215
16,'The stockholders meeting started after a short',lull,-9.904832527041435
16,'The stockholders meeting started after a short',brief,-11.25410270690918
16,'The stockholders meeting started after a short',nap,-11.287565231323242
16,'The stockholders meeting started after a short',lecture,-10.874652862548828
16,'The stockholders meeting started after a short',announcement,-8.630390167236328
16,'The stockholders meeting started after a short',argument,-12.205266952514648
16,'The stockholders meeting started after a short',reception,-11.782557487487793
16,'The stockholders meeting started after a short',meeting,-5.541782379150391
16,'The stockholders meeting started after a short',message,-11.530417442321777
16,'The stockholders meeting started after a short',piece,-11.783536911010742
17,'A gardener, Harry likes to fertilize plants with',manure,-13.4929442377761
17,'A gardener, Harry likes to fertilize plants with',fertilizer,-8.452746391296387
17,'A gardener, Harry likes to fertilize plants with',compost,-11.777432441711426
17,'A gardener, Harry likes to fertilize plants with',poop,-17.139129638671875
17,'A gardener, Harry likes to fertilize plants with',soil,-12.719356536865234
17,'A gardener, Harry likes to fertilize plants with',dung,-14.667428970336914
17,'A gardener, Harry likes to fertilize plants with',mulch,-12.112723195925355
17,'A gardener, Harry likes to fertilize plants with',dirt,-13.139485359191895
17,'A gardener, Harry likes to fertilize plants with',eggs,-15.071999549865723
17,'A gardener, Harry likes to fertilize plants with',water,-8.327067375183105
17,'A gardener, Harry likes to fertilize plants with',coffee,-14.27779769897461
17,'A gardener, Harry likes to fertilize plants with',tomatoes,-17.26156234741211
17,'A gardener, Harry likes to fertilize plants with',salt,-10.192872047424316
17,'A gardener, Harry likes to fertilize plants with',chemicals,-14.147059440612793
17,'A gardener, Harry likes to fertilize plants with',nitrogen,-10.636131286621094
17,'A gardener, Harry likes to fertilize plants with',grounds,-18.288089752197266
17,'A gardener, Harry likes to fertilize plants with',pee,-16.561203002929688
17,'A gardener, Harry likes to fertilize plants with',lime,-14.235272407531738
17,'A gardener, Harry likes to fertilize plants with',eggshells,-17.563229970633984
17,'A gardener, Harry likes to fertilize plants with',guano,-15.72191534936428
17,'A gardener, Harry likes to fertilize plants with',spray,-16.078672409057617
17,'A gardener, Harry likes to fertilize plants with',worm juice,-20.45601177215576
17,'A gardener, Harry likes to fertilize plants with',seeds,-14.290204048156738
17,'A gardener, Harry likes to fertilize plants with',sugar,-12.105722427368164
17,'A gardener, Harry likes to fertilize plants with',sand,-13.565621376037598
17,'A gardener, Harry likes to fertilize plants with',tea,-15.531851768493652
17,'A gardener, Harry likes to fertilize plants with',shells,-17.877758026123047
17,'A gardener, Harry likes to fertilize plants with',nitrate,-12.959825932979584
18,'Josie drank a large glass of milk every',day,-11.56443977355957
18,'Josie drank a large glass of milk every',morning,-13.361075401306152
18,'Josie drank a large glass of milk every',night,-14.230463981628418
18,'Josie drank a large glass of milk every',evening,-13.768754959106445
18,'Josie drank a large glass of milk every',hour,-13.619038581848145
19,'Running low on cookies, the bakery needed a new',batch,-7.270181655883789
19,'Running low on cookies, the bakery needed a new',oven,-9.191985130310059
19,'Running low on cookies, the bakery needed a new',baker,-13.167275428771973
19,'Running low on cookies, the bakery needed a new',chef,-14.360912322998047
19,'Running low on cookies, the bakery needed a new',employees,-16.59409523010254
19,'Running low on cookies, the bakery needed a new',dessert,-14.895387649536133
19,'Running low on cookies, the bakery needed a new',recipe,-9.509490966796875
19,'Running low on cookies, the bakery needed a new',dozen,-11.958765029907227
19,'Running low on cookies, the bakery needed a new',promotion,-17.571016311645508
19,'Running low on cookies, the bakery needed a new',item,-13.879339218139648
19,'Running low on cookies, the bakery needed a new',stock,-9.930416107177734
19,'Running low on cookies, the bakery needed a new',mixer,-13.450000762939453
19,'Running low on cookies, the bakery needed a new',supply,-7.560749053955078
19,'Running low on cookies, the bakery needed a new',shipment,-8.615156173706055
19,'Running low on cookies, the bakery needed a new',cook,-12.871580123901367
19,'Running low on cookies, the bakery needed a new',source,-12.358060836791992
20,'The clothier grabbed a bolt of cloth from the',shelf,-2.667055368423462
20,'The clothier grabbed a bolt of cloth from the',rack,-4.839199066162109
20,'The clothier grabbed a bolt of cloth from the',closet,-6.835746765136719
20,'The clothier grabbed a bolt of cloth from the',back,-8.472637176513672
20,'The clothier grabbed a bolt of cloth from the',table,-5.689099311828613
20,'The clothier grabbed a bolt of cloth from the',store,-3.9272091388702393
20,'The clothier grabbed a bolt of cloth from the',roll,-5.811130523681641
20,'The clothier grabbed a bolt of cloth from the',storeroom,-7.3895476730540395
20,'The clothier grabbed a bolt of cloth from the',bin,-7.333723068237305
20,'The clothier grabbed a bolt of cloth from the',pile,-5.220810890197754
20,'The clothier grabbed a bolt of cloth from the',room,-8.218785285949707
20,'The clothier grabbed a bolt of cloth from the',wheel,-10.55009651184082
20,'The clothier grabbed a bolt of cloth from the',storage,-5.621424674987793
20,'The clothier grabbed a bolt of cloth from the',cabinet,-6.702966690063477
20,'The clothier grabbed a bolt of cloth from the',reem,-17.36463689804077
20,'The clothier grabbed a bolt of cloth from the',counter,-4.952445030212402
20,'The clothier grabbed a bolt of cloth from the',shed,-10.038269996643066
20,'The clothier grabbed a bolt of cloth from the',spool,-8.501533761620522
20,'The clothier grabbed a bolt of cloth from the',stack,-6.835873603820801
20,'The clothier grabbed a bolt of cloth from the',dryer,-12.43117618560791
20,'The clothier grabbed a bolt of cloth from the',box,-7.589907646179199
20,'The clothier grabbed a bolt of cloth from the',display,-5.973447799682617
20,'The clothier grabbed a bolt of cloth from the',wall,-7.119542121887207
21,'The reckless driver drove too quickly around the',corner,-3.597311496734619
21,'The reckless driver drove too quickly around the',bend,-1.1068034172058105
21,'The reckless driver drove too quickly around the',curve,-2.172288417816162
21,'The reckless driver drove too quickly around the',turn,-5.035958766937256
21,'The reckless driver drove too quickly around the',block,-10.80473518371582
21,'The reckless driver drove too quickly around the',circle,-9.355098724365234
21,'The reckless driver drove too quickly around the',roundabout,-6.757320582866669
21,'The reckless driver drove too quickly around the',ledge,-17.34903335571289
21,'The reckless driver drove too quickly around the',street,-8.212005615234375
21,'The reckless driver drove too quickly around the',sign,-12.062124252319336
22,'The girls made beautiful designs on the street with',chalk,-2.3863487243652344
22,'The girls made beautiful designs on the street with',paint,-6.1504716873168945
22,'The girls made beautiful designs on the street with',crayons,-8.283869415521622
22,'The girls made beautiful designs on the street with',paper,-8.031669616699219
22,'The girls made beautiful designs on the street with',flowers,-6.995715141296387
22,'The girls made beautiful designs on the street with',posters,-12.785348892211914
22,'The girls made beautiful designs on the street with',paintcans,-16.290539622306824
22,'The girls made beautiful designs on the street with',pride,-17.25088119506836
22,'The girls made beautiful designs on the street with',fabric,-13.570926666259766
23,'Tom was told that this particular plant was a',fern,-13.417632102966309
23,'Tom was told that this particular plant was a',rose,-13.129444122314453
23,'Tom was told that this particular plant was a',weed,-11.508146286010742
23,'Tom was told that this particular plant was a',poisonous,-10.238338470458984
23,'Tom was told that this particular plant was a',perennial,-8.799100875854492
23,'Tom was told that this particular plant was a',rare,-5.453680038452148
23,'Tom was told that this particular plant was a',cactus,-9.175963342189789
23,'Tom was told that this particular plant was a',hybrid,-11.383308410644531
23,'Tom was told that this particular plant was a',succulent,-12.519088669214398
23,'Tom was told that this particular plant was a',ficus,-14.043148000258952
23,'Tom was told that this particular plant was a',venus fly trap,-14.964049588888884
23,'Tom was told that this particular plant was a',hibiscus,-11.30774540361017
23,'Tom was told that this particular plant was a',rarity,-11.542619705200195
23,'Tom was told that this particular plant was a',flower,-8.263117790222168
23,'Tom was told that this particular plant was a',geranium,-13.614119097590446
23,'Tom was told that this particular plant was a',peony,-12.721847534179688
23,'Tom was told that this particular plant was a',mandrake,-13.099629087257199
23,'Tom was told that this particular plant was a',green,-8.732275009155273
23,'Tom was told that this particular plant was a',prize,-13.080552101135254
23,'Tom was told that this particular plant was a',nice one,-12.137265682220459
23,'Tom was told that this particular plant was a',bitter,-15.377630233764648
23,'Tom was told that this particular plant was a',petunia,-9.080304893665016
23,'Tom was told that this particular plant was a',drug,-13.725977897644043
23,'Tom was told that this particular plant was a',dangerous,-11.03670597076416
23,'Tom was told that this particular plant was a',failure,-15.723668098449707
23,'Tom was told that this particular plant was a',toxic one,-15.93995475769043
23,'Tom was told that this particular plant was a',young one,-11.21895432472229
23,'Tom was told that this particular plant was a',possessions,-15.079537391662598
23,'Tom was told that this particular plant was a',shrub,-11.023314922116697
23,'Tom was told that this particular plant was a',mum,-12.971762657165527
23,'Tom was told that this particular plant was a',gem,-14.79981517791748
23,'Tom was told that this particular plant was a',carnivore,-13.058600515127182
23,'Tom was told that this particular plant was a',tulip,-14.398378677666187
23,'Tom was told that this particular plant was a',bean,-11.094493865966797
