sentence_number,sentence,word,cloze_prob
80,The group had been brainstorming all day but they still didn't have an,idea,83
81,Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a,cat,27
82,"Whenever Josh had too much to drink, he became belligerent and would try to start an",affair,0
83,"For the snowman's eyes the children used two pieces of coal, and for its nose they used a",carrot,100
84,Katie did not like to say words with the letter s because she spoke with an,accent,20
85,The tweeting in the treetops sounded like a,bird,80
86,It was difficult to understand the foreign professor because he had a,lisp,7
87,The bakery did not accept credit cards so Peter would have to write a,cheque,100
88,Without the floats and the marching bands it wasn't much of a,parade,87
89,On a street corner in Paris Kim had her portrait painted by an,artist,97
90,"Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a",kite,0
91,Dale was very sorry for what he had said to Bernadette and he knew that he owed her an,apology,93
92,"When the representative retired in the middle of his term, the state was forced to hold an",election,62
93,"Marge hated baiting the hook, but she knew that it was the only way to catch an",octopus,13
94,The day was breezy so the boy went outside to fly an,aeroplane,34
95,"James is an avid reader, so for his birthday his sister decided to give him an",education,0
96,"When her husband started staying late at the office every night, Joanne began to suspect that he was having a",fight,0
97,"Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a",book,0
98,"When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a",fish,7
99,The old wives' tale says that if you want to keep the doctor away then you should eat an,apple,97
100,"Surrounded by mountains, Lola shouted across the valley and heard an",echo,93
101,"Betsy had no desire to enter the working world, so decided to stay at the university and remain a",student,90
102,Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an,iron,97
103,When I called his house Nolan was not home but his mother said she could relay an,invitation,3
104,Because it frequently rains in London it's a good idea to always carry a,newspaper,0
105,Instead of recording a live album the band decided they would have more control if they recorded in a,studio,90
106,As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an,umbrella,7
107,"When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a",fire,3
108,"Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an",allowance,77
109,When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an,accident,67
110,Because Bart did not clean his wound properly he ended up getting a,tattoo,0
111,Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an,emergency,40
112,No matter how safely you drive your car chances are someday you'll be involved in a,race,0
113,The highlight of Jack's trip to India was when he got to ride an,elephant,53
114,Frank wanted to design a very modern house so he sought advice from an,architect,80
115,Sue had wanted to go to Tim's birthday party but she was still waiting for a,message,0
116,"Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a",pound,53
117,When the pipe broke in the bathroom Felicia looked through the phonebook to find a,plumber,93
118,I wanted to put my coat in the closet but I could not find a,hanger,87
119,The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an,infection,0
120,There are always ways to improve your game whether you're an advanced tennis player or merely a,beginner,63
121,Before little Gloria went to sleep she wanted to hear an,excuse,0
122,The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an,amateur,67
123,When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a,stamp,47
124,Dana enjoyed singing in private but was scared to death at the thought of performing in front of a,crowd,60
125,Carrie's father had always joked that two is company but three is an,audience,0
126,Jeffrey mailed the letter without an,envelope,40
127,The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a,city,7
128,After Joanne's first book was published she finally felt she could call herself a,success,3
129,Alicia's first client was a failure but her second was an,author,0
130,The doctors told Monica not to use her legs too much so soon after her surgery so she often used a,wheelchair,73
131,From a young age Steven had an interest in filmmaking and had always dreamed of being a,director,77
132,Marie wanted to sample a tiny bit of the sauce so she daintily dipped a,finger,37
133,Older children often have a harder time than younger children dealing with the loss of a,parent,37
134,Hannah wanted to live in a small town but her husband preferred to live closer to an,airport,27
135,Damon preferred climbing stairs over going up an,escalator,69
136,At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an,onion,40
137,As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a,cat,0
138,Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an,owl,10
139,The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a,liquid,0
140,The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an,ocean,93
141,Because they were playing baseball so close to the house the children ended up shattering a,window,97
142,The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a,compliment,0
143,While Natasha was strolling through the colourful gardens she reached down and picked a,flower,93
144,Violet was just learning how to make an omelette so her father began by showing her how to crack an,egg,100
145,Marcy did not deal well with praise and had never really learned how to take an,order,0
146,You never forget how to ride a,bicycle,97
147,Lance had moved to Hollywood in hopes of becoming an,actor,93
148,Amelia did not want to go to the bar with her friends after seeing the movie so she made up a,story,13
149,In order to get into an R-rated movie children under 17 must be accompanied by an,adult,100
150,Bob claims to be from outer space but nobody believes that he is actually a,tourist,0
151,Being from the mainland Karen never got used to the feeling of living on an,island,93
152,The guys didn't know what to call their band so Trent told everyone to come up with an,idea,77
153,Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an,element,0
154,As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a,mirage,57
155,Carly wasn't sure if the Venus flytrap was classified as a plant or as an,animal,80
156,Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a,ship,23
157,Although the basketball team's defence was very strong they did not have so much of an,offense,34
158,With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an,alien,0
159,The group had been brainstorming all day but they still didn't have a,name,0
160,Ever since Mr.Barnes had moved away Bobby's football team had been left without a,coach,70
