sentence_number,sentence,word,cloze_prob
106,It's hard to admit when one is scared,scared,0
107,There was a moth caught in the light,light,0.182194616977226
108,All of their friends have noted that Joe and his wife are always late,late,0.0290872617853561
109,Rushing out he forgot to take his keys,keys,0.242518059855521
110,Rafael wants to preserve the national forest by guarding every tree,tree,0.851129363449692
111,The exit was marked by a large sign,sign,0.727835051546392
112,The piano was out of place,place,0
113,They decided to buy a small place and build an addition with two more rooms,rooms,0.765765765765766
114,"He really wanted to go, but decided to stay home to wait for the timer",timer,0
115,"As a reminder of his cat's first bath, he had a scratch on his arm",arm,0.398803589232303
116,They raised pigs on their farm,farm,0.827345309381238
117,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the phone",phone,1
118,Most of the trees died after last year's drought,drought,0.364293085655315
119,She decided to start a new diet,diet,0
120,He was so busy and overwhelmed that he had forgotten to respond to the card,card,0
121,Alfonso has started biking to work instead of driving his friends,friends,0
122,Paul painted the clown's suit blue and gave him a big red nose,nose,0.912912912912913
123,Most kids think that adults are old,old,0.235943775100402
124,He wrote himself a note so that he wouldn't forget,forget,0.971
125,She wished she had brought something to eat,eat,0.362962962962963
126,All of her neighbors thought the old woman was a witch,witch,0.207035175879397
127,Richard was afraid to walk near the edge of the cliff because he was afraid he would fall,fall,0.912912912912913
128,He knew that he could call Chris even if it was the middle of the night,night,0.912912912912913
129,She took the baby out when he started to cry and had to miss the rest of the game,game,0.0882647943831494
130,Nora couldn't take the message because she didn't have a pencil or a piece of chalk,chalk,0
131,They carelessly dumped the toxic waste into the trunk,trunk,0
132,She cleaned the dirt from her shoes,shoes,0.455633100697906
133,Simon thinks it's ok to listen to loud music even if the door to his bedroom is broken,broken,0
134,The problem with Christine is that she can't take a joke,joke,0.819401444788442
135,He drove the nail into the wood,wood,0.34468085106383
136,They waited a long time to see the show,show,0.204708290685773
137,Ron bought a board for the window that was too long and then he bought one that was too ugly,ugly,0
138,Pam did not have any clothes to mend,mend,0
139,The lady felt proud to look at her meal,meal,0
140,The last thing they were expecting on their wedding day was a raging panic,panic,0
141,He mailed the letter without a hesitation,hesitation,0
142,The only food in the refrigerator was a moldy sandwich,sandwich,0.282215122470714
143,As a child he used to collect stamps,stamps,0.334710743801653
144,The squirrel stored some nuts in the basement,basement,0
145,Every winter you see the Hernandez house and its huge chimney with puffs of billowing snow,snow,0
146,The rude waiter was not given a tray,tray,0
147,When you go to bed turn off the sarcasm,sarcasm,0
148,You could tell from the way he reacted that he did not like vomit,vomit,0
149,He fell on the floor after tripping on the log,log,0.0309168443496802
150,She was glad she had brought a good book with her since there was nothing to read at the office,office,0.234090909090909
151,He tried to put the pieces of the broken plate back together with care,care,0
152,They went to see the famous clock,clock,0
153,The Italian chef was known for his fabulous pasta,pasta,0.274043433298862
154,"While the national anthem is played, everyone is expected to behave",behave,0
155,Although John felt some remorse he decided to return the money,money,0.182952182952183
156,None of his books made any fans,fans,0
157,They both have jobs but they get some extra income by raising chickens,chickens,0.142430278884462
158,It was important to be on time,time,0.819401444788442
159,The last thing he expected was to have such a blast,blast,0.134396355353075
160,"No matter how hard she tried, she could not remember the suggestions",suggestions,0
161,Don't touch the wet clothes,clothes,0
162,The construction worker had developed very powerful arms from unloading bags of cement from the truck,truck,0.879381443298969
163,It was drafty because of the cold air leaking in through the front door and all the side paneling,paneling,0
164,No one wanted to make any decisions until after the trial,trial,0.0292044310171198
165,"I couldn't go, so I sent my secretary to the lawyers to pick up the papers",papers,0.354773869346734
166,They had to shampoo the new beige rug after the accident with the wine,wine,0.312749003984064
167,In the mysterious wooden box the girl found a doll,doll,0.0299586776859504
168,The shirt was stained with sauce,sauce,0.093681917211329
169,Cindy taught her two-year old that the pictures are square and that the plates are white,white,0
170,"At first the woman refused, but eventually she changed her medication",medication,0
171,The little puppy grew up to be a huge responsibility,responsibility,0
172,He made a holster for his gun,gun,0.808580858085809
173,He quit his job and left his family so that he could sail around the world,world,0.853853853853854
174,The young couple reluctantly ordered new rackets,rackets,0
175,She left the tiny baby alone in the crib,crib,0.354062186559679
176,"Quite predictably, the first thing the doctor asked for was a cast",cast,0
177,He crept into the room without a sound,sound,0.708124373119358
178,The rules did not allow visitors to feed the animals,animals,0.702868852459016
179,The fertilizer enriched the soil,soil,0.794794794794795
180,Joan fed her baby some warm peas,peas,0
181,After two hours of hard work they decided to take a short break,break,0.771
182,They installed an extremely expensive alarm system to protect their home,home,0.383534136546185
183,She was quite surprised that Bill didn't keep his secret,secret,0
184,She helped him put the finishing touches on the painting,painting,0.334368530020704
185,I sat far off to the side of the auditorium and my line of sight was blocked by a pillar,pillar,0.187833511205977
186,His skin was red from spending the day at the beach,beach,0.824824824824825
187,The journalist reported that many collapsed during the praying,praying,0
188,He slipped and fell on the rock,rock,0.0582914572864322
189,The person who caught the thief deserves our loyalty,loyalty,0
190,It was difficult to decide which bills to pay and which to ignore,ignore,0.291208791208791
191,The cigar stank and burned a hole in the couch,couch,0.235470941883768
192,It was a dream come true because Jane had always wanted to visit Europe with her father,father,0.0290581162324649
193,One thing the old man lacked was confidence,confidence,0.0874872838250254
194,I started to put new plants in my garden but ran out of room,room,0.0290581162324649
195,The boys played marbles and the girls jumped together,together,0
196,Our guests should be arriving soon,soon,0.818556701030928
197,He was cold most of the night and finally got up to get another blanket,blanket,0.853853853853854
198,Will played his stereo much too loud,loud,0.884115884115884
199,After dinner they washed the dog,dog,0.028971028971029
200,He always seemed to be interested in looking at the tattoos,tattoos,0
201,She was docked one hour's pay for coming to work late,late,0.94020618556701
202,The wealthy couple's three little girls enjoyed playing together in the pool,pool,0.1998001998002
203,Esther didn't think the sword was that dangerous because it wasn't very sharp,sharp,0.847457627118644
204,Tricia had never seen a spider get tangled up in its own web,web,0.971
205,Everyone was honking at the old man who was driving too slowly,slowly,0.911522633744856
206,"He hated to move, but Richard wanted to live closer to his parents",parents,0.228315054835494
207,Before going out on the open seas they always checked the weather,weather,0.38391959798995
208,The university wouldn't let him register until he paid the overdue fines on the borrowed books,books,0.765765765765766
209,He was packing his books and moving to a new office,office,0.118236472945892
210,The truck that Dave drove crashed into the tree,tree,0.362579281183932
211,At the park next to the beach she saw a man with a balloon,balloon,0
212,The ship disappeared into the thick smoke,smoke,0
213,They decided to declaw the cat so he wouldn't tear up the carpeting,carpeting,0
214,"In his haste, the young man had forgotten to sign the waiver",waiver,0.147590361445783
215,"After the long day at work, he lay down on the couch",couch,0.353353353353353
216,The technician never comes to work before noon,noon,0.448883666274971
217,He was knocked off his surfboard by the first bully,bully,0
218,It is not legal for an employer to consider a person's attitude,attitude,0
219,Bill jumped in the lake and made a big commotion,commotion,0
220,Joy was too frightened to look,look,0.0290872617853561
221,The police had never seen a man so drunk,drunk,0.18276220145379
222,He liked lemon and sugar in his tea,tea,0.794794794794795
223,The papers were sorted into piles of varying sizes,sizes,0.340954274353877
224,The dispute was settled by a third party,party,0.941941941941942
225,Since the water was unsafe they decided to drink scotch,scotch,0
226,They left the dirty dishes in the sink,sink,0.912
227,Nicole could not read very well without her glasses,glasses,0.940144478844169
228,"During years of drudgery, the man had derived comfort from a single song",song,0.0321507760532151
229,There were brightly colored pictures on every wall,wall,0.878177966101695
230,Whatever he did it was unusual for him to be erratic,erratic,0
231,You could tell he had grown up in the South by his truck,truck,0
232,Father carved the turkey with a smile,smile,0
233,Cathy worked overtime to finish her work,work,0.265531062124249
234,She had to leave the movie when the baby started to cry,cry,0.970103092783505
235,His ring fell into a hole in the couch,couch,0
236,Helen reached up to dust the dresser,dresser,0
237,The children went outside to play,play,0.912912912912913
238,She bought several colorful postcards to send to her family,family,0.294294294294294
239,Sam could not believe her story was true,true,0.648946840521565
240,The cat was curled up in Jill's lap,lap,0.794794794794795
241,No one at the reunion recognized Dan because he had grown a foot,foot,0.0290581162324649
242,He had just enough time to buy a cake from the store and change his clothes before the guests phoned,phoned,0
243,In the distance they heard the sigh,sigh,0
244,He smiled nervously as he searched through his pockets for a key,key,0.0609504132231405
245,She wanted a roommate who would be quiet and clean,clean,0.38391959798995
246,"Within minutes of arriving at the office, the detective spilled his thermos full of coffee",coffee,0.912912912912913
247,The manila folder that contained her manuscript had been stolen,stolen,0.243523316062176
248,The surface of the water was nice and cold,cold,0.0608875128998968
249,Sandy always wished that she had had a dog,dog,0.243019648397104
250,The candidate had spent most of his funds on drugs,drugs,0.0290872617853561
251,He put a clean sheet on the clipboard,clipboard,0
252,The other driver was so angry he threatened him with a reprimand,reprimand,0
253,Every year he takes a vacation in Hawaii,Hawaii,0.300420168067227
254,Their picnic was ruined by the bees,bees,0.0298969072164948
255,The schools closed down because the teachers decided to go on strike,strike,0.912
256,"After realizing he forgot utensils for his salad, the doctor went back to get himself a napkin",napkin,0
257,"Mike felt sorry, but it was not his car",car,0
258,His boss refused to give him a raise,raise,0.912912912912913
259,The long test left the class unprepared,unprepared,0
260,She finished the second load of laundry and started to scream,scream,0
261,The peaches she had bought at the market were very ripe and juicy,juicy,0.324324324324324
262,He was grouchy because he was having trouble with his homework,homework,0.383149448345035
263,Steve spilled coffee all over his clean white shirt,shirt,0.88376753507014
264,The county decided to tear down the gas station by the dock,dock,0
265,"It's raining, and I forgot my coat, hat, and umbrella",umbrella,0.794
266,Keith read a story to his little girl but after only a short time she started to get sleepy,sleepy,0.353059177532598
267,The child was born with a rare gift,gift,0
268,"When the two met, one of them held out his badge",badge,0
269,Mary went into her room to look at her clothes,clothes,0.122153209109731
270,I had lost the ticket I needed to pick up my glasses,glasses,0
271,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his scars",scars,0.76440329218107
272,They had to drive for another hour before finding a place to jog,jog,0
273,He shouted at the top of his staircase,staircase,0
274,They rested under a tree in the campsite,campsite,0
275,A dog has a good sense of smell,smell,0.970970970970971
276,"The newspaper review recommended the film, and the lead actor was praised for being very good",good,0.207035175879397
277,Maria remembered to shut the front window and lock the back door,door,0.970164609053498
278,It was a very exciting story because the last thing you would expect them to do was misspeak,misspeak,0
279,There were a lot of old boxes stored in the attic,attic,0.353
280,Every morning before school his mother laid out his clothes and packed his clarinet,clarinet,0
281,Most people spend December 25th with their presents,presents,0
282,Shuffle the cards before you deal,deal,0.818556701030928
283,The county decided to tear down the gas station by the park,park,0.182194616977226
284,The long test left the class tired,tired,0.365424430641822
285,Most men cannot understand why women wear underwear,underwear,0.103365384615385
286,Cats loved to be scratched behind the ears,ears,0.853853853853854
287,She thought she had seen a ship,ship,0
288,She pulled her head out from under the faucet and reached for a towel,towel,0.730093071354705
289,The tenants decided to take their landlord to court,court,0.794794794794795
290,"In caring for hospitalized patients, a doctor often needs the help of a drug",drug,0
291,I was finally able to make an appointment for the doctor,doctor,0.3510747185261
292,He was soothed by the gentle medication,medication,0
293,When the power went out the house became cold,cold,0.0298969072164948
294,The death of his dog was a great tragedy,tragedy,0.336099585062241
295,He scraped the cold food from his plate,plate,0.768924302788845
296,The prisoners were planning their escape,escape,0.971
297,I didn't like the show so I changed the cast,cast,0
298,I added my name to the list,list,0.942057942057942
299,"While skiing, Randy broke his glasses",glasses,0
300,He decided to travel in Iran even though he knew it could be expensive,expensive,0
301,Their picnic was ruined by the rain,rain,0.606185567010309
302,Giraffes are known for their long necks and zebras for their stripes,stripes,0.971
303,The approaching storm made the air very cold,cold,0.295180722891566
304,The baby cried and upset her mother,mother,0.707414829659319
305,She couldn't find anything she wanted to do,do,0.294884653961886
306,Although Jan was usually careful she had forgotten to turn off the stove,stove,0.364293085655315
307,She wore heavy wool socks and her sturdiest boots to go walking in the snow,snow,0.294294294294294
308,I think that my stockbroker is a pill,pill,0
309,A dog has a good sense of loyalty,loyalty,0
310,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter coat",coat,0.882882882882883
311,"Although this film was an exception, she generally went to see movies that were long",long,0
312,His seat was next to the fishtank,fishtank,0
313,The bad boy was sent to his room,room,0.781914893617021
314,Liz and Marie sat at the conference table and discussed the topic for the next meeting,meeting,0.383534136546185
315,Ruby's grandchildren hired a live-in nurse because they thought she was too old to live alone,alone,0.971
316,Be careful because the top of the stove is very hot,hot,0.969247083775186
317,Every morning Susan braids her little girl's hair then helps her dress for school,school,1
318,"The hinges were rusted shut, so he had to pry it open with a crowbar",crowbar,0.427145708582834
319,It didn't get completed because he could not locate the right tools,tools,0.236656596173213
320,John swept the floor with a flourish,flourish,0
321,The schools closed down because the teachers decided to go on praying,praying,0
322,They saw the lightening and heard the screams,screams,0
323,It was a very exciting story because the last thing you would expect them to do was die,die,0.176706827309237
324,The colonel wished the sergeant would treat his command not as a polite request but as a direct reprimand,reprimand,0
325,The man could not believe that they were all staring,staring,0.0305263157894737
326,I just had a new sound system installed in my office,office,0
327,The cows moved from the sun into the mud,mud,0
328,The old woman was the only one to see the hesitation,hesitation,0
329,I was impressed by how much he knew,knew,0.361814345991561
330,Ken built his new house on a quiet hill,hill,0.236180904522613
331,When she got there she found that most of the people were white,white,0.0300207039337474
332,The teacher saw that some students were cheating and wrote down their names,names,0.942057942057942
333,Peter painted the walls of the bird exhibit light blue to resemble the carpeting,carpeting,0
334,The hikers wanted to camp close to the igloo,igloo,0
335,Each night the campers built a huge fire,fire,0.794794794794795
336,The white gull dove down and caught a fish,fish,0.853853853853854
337,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare key",key,0.794794794794795
338,The other driver was so angry he threatened him with a gun,gun,0.302966101694915
339,"On hot days, many people sun themselves on the beach",beach,0.819401444788442
340,As soon as they reached the sand he stopped to take off his shoes,shoes,0.655688622754491
341,The sewer backed up and caused a flood,flood,0.412412412412412
342,"After the hurricane, the area around the window was filled with broken toys",toys,0
343,She dropped the glass and woke up the bully,bully,0
344,Every year he takes a vacation in Ohio,Ohio,0
345,"When Drew arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent table",table,0.684630738522954
346,The luggage handler seemed to take great delight in tossing the boxes marked fragile,fragile,0.79559118236473
347,Mr. Smith enjoyed showing people his newly installed refrigerator,refrigerator,0
348,"Every day, rain or shine, the joggers ran up and down the staircase",staircase,0
349,Our government was secretly supplying the rebels with arms and money,money,0.18200620475698
350,George must keep his pet on a diet,diet,0.0289421157684631
351,When she came back from the restroom she found him in deep conversation with a friend,friend,0.156716417910448
352,That ramp has been closed for construction for several feet,feet,0
353,The man who was carried into the emergency room had been stabbed in a car,car,0.0628997867803838
354,"After dinner, they spent a long time over coffee just talking",talking,0.79559118236473
355,Rachel loves the smell of tobacco but she can't stand all the lectures,lectures,0
356,"As usual, he didn't do well because he had not prepared his speech",speech,0.3419740777667
357,I could not remember his song,song,0
358,The officials tried to evacuate everyone from the area before the race,race,0
359,I had lost the ticket I needed to pick up my clothes,clothes,0.274327122153209
360,Before she arrived he opened a bottle of wine and put on some soft music,music,0.882882882882883
361,Sharon dried the bowls with a sigh,sigh,0
362,The little girl refused to go to sleep until he told her a secret,secret,0
363,Seth was uneasy because he had never liked to phone,phone,0
364,He bought her a pearl necklace for her collection,collection,0
365,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three suggestions",suggestions,0
366,Kim was relieved to see that ample food had been made for the party,party,0.284860557768924
367,Phil put some drops in his eyes,eyes,0.824824824824825
368,They stood on the bridge tossing stale bread to the dogs,dogs,0
369,The young boy asked for another cookie,cookie,0.311764705882353
370,"Whether it is true or not, most women think that men don't know how to care",care,0.0320088300220751
371,The queen waited patiently for the man to bow,bow,0.170318725099602
372,Larry chose not to join the party,party,0.0297131147540984
373,Most shark attacks occur very close to shore,shore,0.82565130260521
374,The two hold-up men carried guns but didn't panic,panic,0
375,Joe went to the hardware store and bought a replacement window at twice the original price,price,0.727835051546392
376,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his tattoos",tattoos,0
377,There were a lot of old boxes stored in the basement,basement,0.088
378,Most people spend December 25th with their family,family,0.941
379,He was grouchy because he was having trouble with his clarinet,clarinet,0
380,They were surprised that Jack thought that it was chalk,chalk,0
381,They rested under a tree in the shade,shade,0.455108359133127
382,At night the old woman locked the door,door,0.941941941941942
383,Marsha wasn't worried about dinner because she knew the guests could remain eating appetizers for at least another story,story,0
384,"In his day, that old guy was one of the best counselors",counselors,0
385,Cold damp weather makes her joints ache so she's been taking a lot of aspirin for the pain,pain,0.88376753507014
386,Maria remembered to shut the front window and lock the back room,room,0
387,It's hard to admit when one is wrong,wrong,0.796389167502508
388,All of their friends have noted that Joe and his wife are always together,together,0.26579739217653
389,The peaches she had bought at the market were very ripe and dirty,dirty,0
390,Rushing out he forgot to take his camera,camera,0
391,Rafael wants to preserve the national forest by guarding every campsite,campsite,0
392,The piano was out of tune,tune,0.781914893617021
393,They decided to buy a small place and build an addition with two more freezers,freezers,0
394,"He really wanted to go, but decided to stay home to wait for the mail",mail,0.169811320754717
395,"As a reminder of his cat's first bath, he had a scratch on his stomach",stomach,0
396,They raised pigs on their own,own,0.0289421157684631
397,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the timer",timer,0
398,Most of the trees died after last year's winter,winter,0.0608875128998968
399,"After realizing he forgot utensils for his salad, the doctor went back to get himself a fork",fork,1
400,She decided to start a new life,life,0.243019648397104
401,He was so busy and overwhelmed that he had forgotten to respond to the question,question,0.243271221532091
402,Alfonso has started biking to work instead of driving his car,car,0.941941941941942
403,Paul painted the clown's suit blue and gave him a big red balloon,balloon,0
404,Most kids think that adults are bitter,bitter,0
405,He wrote himself a note so that he wouldn't misspeak,misspeak,0
406,She wished she had brought something to mend,mend,0
407,All of her neighbors thought the old woman was a success,success,0
408,Richard was afraid to walk near the edge of the cliff because he was afraid he would vomit,vomit,0
409,He knew that he could call Chris even if it was the middle of the game,game,0.029029029029029
410,She took the baby out when he started to cry and had to miss the rest of the movie,movie,0.26579739217653
411,Nora couldn't take the message because she didn't have a pencil or a piece of paper,paper,1
412,They carelessly dumped the toxic waste into the ocean,ocean,0.304033092037229
413,She cleaned the dirt from her slippers,slippers,0
414,The problem with Christine is that she can't take a test,test,0.0299277605779154
415,He drove the nail into the roof,roof,0
416,They waited a long time to see the grades,grades,0
417,Ron bought a board for the window that was too long and then he bought one that was too short,short,0.882
418,Pam did not have any clothes to wear,wear,0.828171828171828
419,The lady felt proud to look at her daughter,daughter,0.335056876938987
420,The last thing they were expecting on their wedding day was a raging storm,storm,0.382765531062124
421,He mailed the letter without a stamp,stamp,0.885114885114885
422,The only food in the refrigerator was a moldy pea,pea,0
423,As a child he used to collect napkins,napkins,0
424,The squirrel stored some nuts in the tree,tree,0.853853853853854
425,Every winter you see the Hernandez house and its huge chimney with puffs of billowing smoke,smoke,1
426,The rude waiter was not given a tip,tip,0.941941941941942
427,When you go to bed turn off the lights,lights,0.969247083775186
428,He fell on the floor after tripping on the crack,crack,0.125799573560768
429,She was glad she had brought a good book with her since there was nothing to read at the place,place,0.0329545454545455
430,He tried to put the pieces of the broken plate back together with glue,glue,0.942057942057942
431,They went to see the famous actor,actor,0.125
432,The Italian chef was known for his fabulous smile,smile,0
433,None of his books made any sense,sense,0.910585817060637
434,They both have jobs but they get some extra income by raising bees,bees,0
435,It was important to be on guard,guard,0
436,The last thing he expected was to have such a commotion,commotion,0.0330296127562642
437,"No matter how hard she tried, she could not remember the name",name,0.236180904522613
438,Don't touch the wet paint,paint,0.854709418837675
439,No one wanted to make any decisions until after the game,game,0.148036253776435
440,"I couldn't go, so I sent my secretary to the lawyers to pick up the cash",cash,0
441,They had to shampoo the new beige rug after the accident with the tray,tray,0
442,In the mysterious wooden box the girl found a ring,ring,0.212809917355372
443,Mary went into her room to look at her gift,gift,0.0300207039337474
444,Cindy taught her two-year old that the pictures are square and that the plates are round,round,0.765
445,The child was born with a rare disease,disease,0.712574850299401
446,"At first the woman refused, but eventually she changed her mind",mind,0.880288957688339
447,The little puppy grew up to be a huge dog,dog,0.970103092783505
448,He made a holster for his father,father,0
449,He quit his job and left his family so that he could sail around the clock,clock,0
450,The young couple reluctantly ordered new furniture,furniture,0.356512141280353
451,She left the tiny baby alone in the basket,basket,0.0290872617853561
452,"Quite predictably, the first thing the doctor asked for was a symptom",symptom,0.149178255372946
453,He crept into the room without a plan,plan,0
454,The rules did not allow visitors to feed the children,children,0
455,The fertilizer enriched the stink,stink,0
456,Joan fed her baby some warm milk,milk,0.912
457,After two hours of hard work they decided to take a short jog,jog,0
458,She was quite surprised that Bill didn't keep his promise,promise,0.426501035196687
459,She helped him put the finishing touches on the presents,presents,0.0300207039337474
460,I sat far off to the side of the auditorium and my line of sight was blocked by a chair,chair,0
461,His skin was red from spending the day at the farm,farm,0
462,The journalist reported that many collapsed during the earthquake,earthquake,0.313099041533546
463,The person who caught the thief deserves our reward,reward,0.242768595041322
464,The cigar stank and burned a hole in the paneling,paneling,0
465,It was a dream come true because Jane had always wanted to visit Europe with her boyfriend,boyfriend,0.324649298597194
466,The boys played marbles and the girls jumped rope,rope,0.883883883883884
467,Our guests should be arriving hungry,hungry,0
468,Will played his stereo much too late,late,0
469,"When the two met, one of them held out his hand",hand,0.93923789907312
470,After dinner they washed the dishes,dishes,0.742257742257742
471,He always seemed to be interested in looking at the sky,sky,0.147590361445783
472,She was docked one hour's pay for coming to work unprepared,unprepared,0
473,Keith read a story to his little girl but after only a short time she started to get scared,scared,0.0290872617853561
474,The wealthy couple's three little girls enjoyed playing together in the snow,snow,0
475,"Mike felt sorry, but it was not his fault",fault,0.942057942057942
476,He shouted at the top of his lungs,lungs,0.970103092783505
477,Esther didn't think the sword was that dangerous because it wasn't very heavy,heavy,0
478,Tricia had never seen a spider get tangled up in its own meal,meal,0
479,"He hated to move, but Richard wanted to live closer to his friends",friends,0.028913260219342
