sentence_num,sentence,word,deepseek_prob
133,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',unique,-5.836023807525635
134,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',shrine,-6.075005054473877
135,'He took a job training dogs for the',military,-9.161069869995117
136,'The conductor gave detailed instructions to the',choir,-12.433469772338867
137,'Down in the basement, Steve and Robert were playing',poker,-7.124816417694092
138,'After the most recent price increase, the small business owner decided to order his office supplies from another',business,-3.3807952404022217
139,'Sharon was sad that she had lost her',puppy,-9.666156768798828
140,'All of armed services will admit women, but females are barred from',fighting,-6.16668701171875
141,'After the divorce, she had to move out of the expensive house to an apartment that was',affordable,-5.019067764282227
142,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',values,-9.6173095703125
143,'Some of his jokes were crummy, but those one-liners were',humorous,-10.557405471801758
144,'The inspector from the health department found a roach in a very expensive',cafe,-13.390722274780273
145,'The conductor had no idea that the train had been boarded by a known',convict,-12.057771682739258
146,'The nurse brought him a glass of juice and his',pills,-11.477354049682617
147,'The teacher was not looking forward to another year of',classes,-3.8279097080230713
148,'Steve skipped his annual checkup for another',month,-5.459888935089111
149,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',ambiguous,-4.195674896240234
150,'She poured water on the',roses,-12.943699836730957
151,'Mark liked the older houses, but Susan wanted to buy one that was new and',contemporary,-9.360601425170898
152,'In an old sitcom, he was the wise family',physician,-4.053126811981201
153,'The government controlled the news media, so most of the reports from the war zone were',screened,-11.323429107666016
154,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',trophy,-7.62380313873291
155,'During the summer, the children hung out at the',lake,-10.431953430175781
156,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',courageous,-14.274474143981934
157,'The little girl kept a lock on her',journal,-8.599771499633789
158,'Flying low above her, Bernice could hear the',jet,-9.639497756958008
159,'Perry heard a grinding noise coming from his',engine,-7.417771339416504
160,'If Jim's manager is incompetent, he has a legitimate right to',argue,-6.895282745361328
161,'In the best part of the movie, the hero has to impersonate the',criminal,-8.550558090209961
162,'The princess wore a',hat,-5.0372724533081055
163,'Jason was disappointed when the other scouts scared off the elk by loudly beating the',pans,-16.093334197998047
164,'After the flood, the house smelled of mildew and everything in it was',destroyed,-3.303428888320923
165,'Everyone on the scene gathered around to look at the',crash,-16.35564613342285
166,'The final score of the game was',even,-9.61397933959961
167,'After swimming the English Channel, Bonita was cold and completely',beat,-11.264385223388672
168,'She had the data to back up everything she said, so the hostile questions did not shake her',composure,-26.3911075592041
169,'The new dress was very pretty, but it was cut from an unusual',material,-4.4572062492370605
170,'When the little girl saw the big dog lumbering towards her, she began to',flee,-14.007312774658203
171,'From her house a half mile away, Diana could still hear the loud cheers coming from the',stands,-13.272253036499023
172,'Five ships did not survive the',tsunami,-15.229201316833496
173,'The paramedics on the scene helped the passengers after the big car',wreck,-10.346121788024902
174,'The pilot spoke to an air traffic controller just before the',collision,-8.772054672241211
175,'The boy scouts started a long hike through the forest after having a big',dinner,-3.9962406158447266
176,'When traveling, Roger prefers to stick to major',streets,-7.508539199829102
177,'While hemming a pair of pants, Bridget accidentally dropped her',pin,-6.219538688659668
178,'The rangers say that somewhere in the state park is a',cub,-8.150897026062012
179,'The doctor told him his headaches were due to',tension,-10.106013298034668
180,'The groups in the parade walked by slowly, each waving their',arms,-3.697639226913452
181,'The little girl was very sick, but unfortunately there was no',remedy,-10.37070369720459
182,'The meteor shower should have been spectacular, but the city lights blocked the',sight,-5.415493488311768
183,'She was unsure how the book would',conclude,-7.331386566162109
184,'He was desperate for a job, so finally took something doing door to door',solicitation,-27.468563079833984
185,'The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical',words,-5.63043212890625
186,'Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were',older,-6.468027591705322
187,'In the window, they posted the hours they were open for',service,-8.775453567504883
188,'They sent the kids with measles home from school because they were',infectious,-5.454793930053711
189,'Outside, Cora could hear the running',river,-12.7466459274292
190,'At night they often took a short',stroll,-4.744599342346191
191,'The wealthy author always points out that she wrote four novels before one was',printed,-8.869306564331055
192,'The kitten waited patiently because behind the refrigerator was a',rat,-8.601394653320312
193,'Norton hates getting up on winter mornings because it is always',chilly,-9.820181846618652
194,'The fertilizer enriched the',dirt,-8.958100318908691
195,'The young girl passed her friend a',letter,-6.677480697631836
196,'He tinkered with the engine every weekend until it was absolutely',correct,-6.448534965515137
197,'When Diane heard the shark warning, she swam as fast as she could for',land,-13.966218948364258
198,'Michael could hear the bells ringing in the tower of the',cathedral,-10.513262748718262
199,'When he got home from work on the construction site, his clothes were always',filthy,-11.974483489990234
200,'Kevin propped his head up with a pillow as he basked in the hot',lamp,-10.686915397644043
201,'He bought it without even asking the',cost,-9.133294105529785
202,'Barry has considered proposing to his girlfriend, but he wants to wait until he is',prepared,-9.134428977966309
203,'John was disappointed to discover a scratch on his new',truck,-7.815776348114014
204,'He was afraid that doing drugs would damage his',mind,-5.601449012756348
205,'They've been living together for a long time, but don't think they're actually',engaged,-8.76717758178711
206,'Dennis the Menance was known for making',mischief,-13.15616226196289
207,'When the shooting started they ran for',shelter,-16.84933090209961
208,'The federal agents examined the hundred dollar bill with a microscope to see if it was',genuine,-6.74123477935791
209,'Eva turned down the heat and left the sauce on the stove to',cook,-1.4270377159118652
210,'Alone in the canyon, he was so spooked he was scared by his own',reflection,-4.375550270080566
211,'Betsy could never tell a',fib,-9.81952953338623
212,'The bad boy was sent to his',bedroom,-8.89011001586914
213,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',wounds,-11.961766242980957
214,'Trying to evade their captors, the escaped prisoners of war lived in constant',terror,-11.062902450561523
215,'The tip of the knife was',pointed,-5.76219367980957
216,'The little girl pulled on the rubber band to see how far it would',extend,-4.968407154083252
217,'The soldiers had special night vision goggles so they could see the',invaders,-15.352665901184082
218,'George was born into a wealthy family and has no idea what it's like to be',needy,-12.973608016967773
219,'Looking for bats, Karen descended into the depths of the',cavern,-12.306382179260254
220,'We finally got a decent picture on the TV after an hour of adjusting the',wires,-7.556894302368164
221,'It took a week to get his car fixed because the parts were out of',supply,-8.545919418334961
222,'The dispute was settled by a third',person,-4.23933219909668
223,'Our guests should be arriving',shortly,-9.275882720947266
224,'The dough was put in the hot',stove,-10.151870727539062
225,'Andrew was glad that the meeting was very',brief,-8.389532089233398
226,'When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour',van,-9.80870246887207
227,'Most shark attacks occur very close to',land,-5.745232582092285
228,'He didn't have to spend much money on the car because he found an incredible',bargain,-10.559247970581055
229,'The wealthy child went to a private',college,-7.62332010269165
230,'When you go to bed, turn off the',lamp,-5.5501017570495605
231,'George must keep his pet on a',chain,-5.755419731140137
232,'He didn't have time to file everything on his desk, so he organized it into two',stacks,-5.222301006317139
233,'The whole town came to hear their mayor',talk,-7.332422256469727
234,'Josie found she could not bend the elbow of her broken',limb,-10.637679100036621
235,'It's hard to admit when one is',incorrect,-8.07888126373291
236,'Vic asked her to repeat what she had',uttered,-16.299184799194336
237,'When they were in London they visited Buckingham',castle,-8.357453346252441
238,'The agent was sent to South America on a secret',assignment,-6.126453399658203
239,'Sam knew that rain was coming because he could smell it in the',wind,-8.101637840270996
240,'His boss refused to give him a',bonus,-5.712204933166504
241,'She flew in late last night and really didn't get much',rest,-2.543943405151367
242,'After a week, they gave up on the missing hikers and called off the',hunt,-7.606690406799316
243,'Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major',project,-8.052542686462402
244,'The cigar burned a hole in the',jacket,-12.068530082702637
245,'His first film was a failure, but he learned some techniques in that first',role,-5.417559623718262
246,'He was hired for the job because of his fresh new',ideas,-3.0837221145629883
247,'The journal issue that has the new article about diseases of the eye is still in',stores,-11.228411674499512
248,'Every spring they held the annual',meeting,-3.209054470062256
249,'Penelope started to assemble her new bicycle, but was missing the',instructions,-10.844267845153809
250,'The restaurant will reopen with new',menus,-5.651172161102295
251,'Jennifer disliked walking under the trees at the edge of the park because they were always full of',sap,-12.417312622070312
252,'The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or',abstract,-13.423850059509277
253,'I don't know why people like to see their initials in',cement,-14.548802375793457
254,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',fragile,-9.364876747131348
255,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',statue,-5.968451976776123
256,'He took a job training dogs for the',disabled,-12.711041450500488
257,'The conductor gave detailed instructions to the',engineer,-7.3084635734558105
258,'Down in the basement, Steve and Robert were playing',music,-8.551674842834473
259,'After the most recent price increase, the small business owner decided to order his office supplies from another',country,-5.963911056518555
260,'Sharon was sad that she had lost her',keys,-10.078664779663086
261,'All of armed services will admit women, but females are barred from',ships,-11.929675102233887
262,'After the divorce, she had to move out of the expensive house to an apartment that was',ugly,-10.652032852172852
263,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',marriage,-10.460460662841797
264,'Some of his jokes were crummy, but those one-liners were',terrible,-5.924443244934082
265,'The inspector from the health department found a roach in a very expensive',meal,-11.454450607299805
266,'The conductor had no idea that the train had been boarded by a known',politician,-10.455476760864258
267,'The nurse brought him a glass of juice and his',pillow,-11.077651977539062
268,'The teacher was not looking forward to another year of',chaos,-10.273419380187988
269,'Steve skipped his annual checkup for another',event,-9.413816452026367
270,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',short,-4.400033950805664
271,'She poured water on the',dishes,-10.0564603805542
272,'Mark liked the older houses, but Susan wanted to buy one that was new and',expensive,-5.537440776824951
273,'In an old sitcom, he was the wise family',neighbor,-10.426435470581055
274,'The government controlled the news media, so most of the reports from the war zone were',wrong,-6.867951393127441
275,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',tooth,-7.745396614074707
276,'During the summer, the children hung out at the',theatre,-12.156349182128906
277,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',king,-6.644691467285156
278,'The little girl kept a lock on her',bicycle,-8.299666404724121
279,'Flying low above her, Bernice could hear the',bees,-9.117033004760742
280,'Perry heard a grinding noise coming from his',jaw,-11.177508354187012
281,'If Jim's manager is incompetent, he has a legitimate right to',leave,-5.088282585144043
282,'In the best part of the movie, the hero has to impersonate the',princess,-6.797691822052002
283,'The princess wore a',gown,-8.535310745239258
284,'Jason was disappointed when the other scouts scared off the elk by loudly beating the',bushes,-10.81126880645752
285,'After the flood, the house smelled of mildew and everything in it was',damp,-2.3614704608917236
286,'Everyone on the scene gathered around to look at the',celebrity,-9.409952163696289
287,'The final score of the game was',posted,-12.248847007751465
288,'After swimming the English Channel, Bonita was cold and completely',blue,-9.434165954589844
289,'She had the data to back up everything she said, so the hostile questions did not shake her',opinion,-8.919111251831055
290,'The new dress was very pretty, but it was cut from an unusual',pattern,-2.152482509613037
291,'When the little girl saw the big dog lumbering towards her, she began to',smile,-9.33629322052002
292,'From her house a half mile away, Diana could still hear the loud cheers coming from the',parade,-13.522298812866211
293,'Five ships did not survive the',battle,-12.733498573303223
294,'The paramedics on the scene helped the passengers after the big car',exploded,-13.161540031433105
295,'The pilot spoke to an air traffic controller just before the',takeoff,-27.197574615478516
296,'The boy scouts started a long hike through the forest after having a big',meeting,-4.946354866027832
297,'When traveling, Roger prefers to stick to major',airlines,-4.681950569152832
298,'While hemming a pair of pants, Bridget accidentally dropped her',glasses,-7.676630973815918
299,'The rangers say that somewhere in the state park is a',mine,-11.542207717895508
300,'The doctor told him his headaches were due to',tumors,-10.840930938720703
301,'The groups in the parade walked by slowly, each waving their',banners,-10.394874572753906
302,'The little girl was very sick, but unfortunately there was no',hospital,-7.812163829803467
303,'The meteor shower should have been spectacular, but the city lights blocked the',sky,-5.022951602935791
304,'She was unsure how the book would',sell,-4.00959587097168
305,'He was desperate for a job, so finally took something doing door to door',delivery,-6.2598161697387695
306,'The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical',procedures,-8.874591827392578
307,'Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were',female,-8.184896469116211
308,'In the window, they posted the hours they were open for',today,-7.3323564529418945
309,'They sent the kids with measles home from school because they were',scratching,-12.733078002929688
310,'Outside, Cora could hear the running',horses,-11.848103523254395
311,'At night they often took a short',swim,-7.841343879699707
312,'The wealthy author always points out that she wrote four novels before one was',banned,-4.2148308753967285
313,'The kitten waited patiently because behind the refrigerator was a',ball,-9.238103866577148
314,'Norton hates getting up on winter mornings because it is always',dark,-7.467282295227051
315,'The fertilizer enriched the',plants,-6.189399719238281
316,'The young girl passed her friend a',doll,-10.751823425292969
317,'He tinkered with the engine every weekend until it was absolutely',ruined,-10.439438819885254
318,'When Diane heard the shark warning, she swam as fast as she could for',safety,-12.019624710083008
319,'Michael could hear the bells ringing in the tower of the',castle,-3.5156664848327637
320,'When he got home from work on the construction site, his clothes were always',torn,-2.813308000564575
321,'Kevin propped his head up with a pillow as he basked in the hot',tub,-6.099987030029297
322,'He bought it without even asking the',boss,-8.794244766235352
323,'Barry has considered proposing to his girlfriend, but he wants to wait until he is',older,-5.908807754516602
324,'John was disappointed to discover a scratch on his new',watch,-6.387060642242432
325,'He was afraid that doing drugs would damage his',reputation,-2.4585134983062744
326,'They've been living together for a long time, but don't think they're actually',happy,-4.129372596740723
327,'Dennis the Menance was known for making',jokes,-8.473262786865234
328,'When the shooting started they ran for',help,-14.220720291137695
329,'The federal agents examined the hundred dollar bill with a microscope to see if it was',contaminated,-7.940131187438965
330,'Eva turned down the heat and left the sauce on the stove to',cool,-5.570136547088623
331,'Alone in the canyon, he was so spooked he was scared by his own',horse,-9.839288711547852
332,'Betsy could never tell a',joke,-5.630460739135742
333,'The bad boy was sent to his',principal,-13.722511291503906
334,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',tattoos,-12.3695068359375
335,'Trying to evade their captors, the escaped prisoners of war lived in constant',hiding,-11.811655044555664
336,'The tip of the knife was',broken,-5.816013336181641
337,'The little girl pulled on the rubber band to see how far it would',fly,-7.213982105255127
338,'The soldiers had special night vision goggles so they could see the',camp,-15.366228103637695
339,'George was born into a wealthy family and has no idea what it's like to be',hungry,-7.213425636291504
340,'Looking for bats, Karen descended into the depths of the',castle,-10.6685152053833
341,'We finally got a decent picture on the TV after an hour of adjusting the',contrast,-9.48996353149414
342,'It took a week to get his car fixed because the parts were out of',state,-10.056644439697266
343,'The dispute was settled by a third',vote,-12.922089576721191
344,'Our guests should be arriving',separately,-8.531630516052246
345,'The dough was put in the hot',grease,-10.075115203857422
346,'Andrew was glad that the meeting was very',productive,-4.734462261199951
347,'When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour',group,-5.837221145629883
348,'Most shark attacks occur very close to',dusk,-14.414369583129883
349,'He didn't have to spend much money on the car because he found an incredible',mechanic,-10.687772750854492
350,'The wealthy child went to a private',hospital,-6.540140628814697
351,'When you go to bed, turn off the',stereo,-10.16834545135498
352,'George must keep his pet on a',diet,-2.194563865661621
353,'He didn't have time to file everything on his desk, so he organized it into two',boxes,-3.319211483001709
354,'The whole town came to hear their mayor',resign,-14.532755851745605
355,'Josie found she could not bend the elbow of her broken',doll,-9.830511093139648
356,'It's hard to admit when one is',lonely,-7.206381797790527
357,'Vic asked her to repeat what she had',heard,-5.971118927001953
358,'When they were in London they visited Buckingham',twice,-17.790809631347656
359,'The agent was sent to South America on a secret',jet,-12.007503509521484
360,'Sam knew that rain was coming because he could smell it in the',morning,-3.136051654815674
361,'His boss refused to give him a',vacation,-7.51694393157959
362,'She flew in late last night and really didn't get much',dinner,-11.507567405700684
363,'After a week, they gave up on the missing hikers and called off the',helicopters,-11.992661476135254
364,'Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major',pillow,-13.655152320861816
365,'The cigar burned a hole in the',chaos,-17.131322860717773
366,'His first film was a failure, but he learned some techniques in that first',umbrella,-17.705949783325195
367,'He was hired for the job because of his fresh new',autumn,-13.504854202270508
368,'The journal issue that has the new article about diseases of the eye is still in',treason,-20.120147705078125
369,'Every spring they held the annual',disorder,-16.110937118530273
370,'Penelope started to assemble her new bicycle, but was missing the',king,-13.725432395935059
371,'The restaurant will reopen with new',treason,-17.706314086914062
372,'Jennifer disliked walking under the trees at the edge of the park because they were always full of',weekends,-11.575407028198242
373,'The painting had a strong impact on everyone, but they couldn't agree on whether it was ugly or',allergic,-15.670145034790039
374,'I don't know why people like to see their initials in',dusk,-17.712766647338867
375,'The gem cutter examined the ruby very closely before cutting because he knew that one this large was very',disqualified,-16.48569679260254
376,'They couldn't decide whether to visit the Roman fort or the ruins of Aphrodite's',bicycle,-12.262417793273926
377,'He took a job training dogs for the',blankets,-14.622285842895508
378,'The conductor gave detailed instructions to the',dishes,-11.764827728271484
379,'Down in the basement, Steve and Robert were playing',banners,-16.994844436645508
380,'After the most recent price increase, the small business owner decided to order his office supplies from another',gown,-17.842164993286133
381,'Sharon was sad that she had lost her',takeoff,-29.874752044677734
382,'All of armed services will admit women, but females are barred from',metal,-13.501526832580566
383,'After the divorce, she had to move out of the expensive house to an apartment that was',fired,-13.083399772644043
384,'His tactics usually turned out to be beneficial for the business, but they often came in conflict with his',ditch,-17.120323181152344
385,'Some of his jokes were crummy, but those one-liners were',torn,-14.056392669677734
386,'The inspector from the health department found a roach in a very expensive',speech,-15.063846588134766
387,'The conductor had no idea that the train had been boarded by a known',bottle,-10.733663558959961
388,'The nurse brought him a glass of juice and his',taxis,-13.054777145385742
389,'The teacher was not looking forward to another year of',cargo,-14.986021995544434
390,'Steve skipped his annual checkup for another',forest,-13.189155578613281
391,'The candidate wanted to please everyone without making any commitments, so his speech was deliberately',endangered,-14.008277893066406
392,'She poured water on the',takeoff,-30.924227714538574
393,'Mark liked the older houses, but Susan wanted to buy one that was new and',embarrassed,-16.099281311035156
394,'In an old sitcom, he was the wise family',highway,-15.390617370605469
395,'The government controlled the news media, so most of the reports from the war zone were',hungry,-16.47498321533203
396,'Grinning wherever he went, it was easy to tell that Carl was proud of his new gold',pedestrians,-17.051847457885742
397,'During the summer, the children hung out at the',gown,-17.249893188476562
398,'The handsome knight charged into the dark forest after the kidnapped princess, determined to prove that he could be',chilly,-14.958844184875488
399,'The little girl kept a lock on her',cement,-16.789525985717773
400,'Flying low above her, Bernice could hear the',arena,-12.830391883850098
401,'Perry heard a grinding noise coming from his',cure,-16.158586502075195
402,'If Jim's manager is incompetent, he has a legitimate right to',water,-10.310904502868652
403,'In the best part of the movie, the hero has to impersonate the',business,-11.015790939331055
404,'The princess wore a',sound,-13.875667572021484
405,'Jason was disappointed when the other scouts scared off the elk by loudly beating the',diamond,-12.730356216430664
406,'After the flood, the house smelled of mildew and everything in it was',young,-9.352169036865234
407,'Everyone on the scene gathered around to look at the',temper,-17.892778396606445
