sentence_num,sentence,word,qwen_prob
25,'Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a',pound,-13.073410987854004
26,'Sue had wanted to go to Tim's birthday party but she was still waiting for an',invitation,-3.5773167610168457
27,'Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an',allowance,-6.473135471343994
28,'The highlight of Jack's trip to India was when he got to ride a',bicycle,-7.629708290100098
29,'When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a',race,-7.823997497558594
30,'Instead of recording a live album the band decided they would have more control if they recorded in an',apartment,-10.239532470703125
31,'When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an',emergency,-0.6034470796585083
32,'I wanted to put my coat in the closet but I could not find an',iron,-10.902926445007324
33,'When I called his house Nolan was not home but his mother said she could relay a',message,-0.15758197009563446
34,'Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a',hanger,-11.893196642398834
35,'Because Bart did not clean his wound properly he ended up getting an',infection,-1.2352070808410645
36,'Because it frequently rains in London it's a good idea to always carry an',umbrella,-1.7528667449951172
37,'Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a',fire,-3.8194262981414795
38,'No matter how safely you drive your car chances are someday you'll be involved in an',accident,-1.5561524629592896
39,'Jeffrey mailed the letter without a',stamp,-1.256243109703064
40,'There are always ways to improve your game whether you're an advanced tennis player or merely an',amateur,-5.050638675689697
41,'From a young age Steven had an interest in filmmaking and had always dreamed of being an',actor,-3.411672592163086
42,'The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an',airport,-1.2954529523849487
43,'Marie wanted to sample a tiny bit of the sauce so she daintily dipped an',onion,-13.07107925415039
44,'After Joanne's first book was published she finally felt she could call herself an',author,-0.8137341141700745
45,'Alicia's first client was a failure but her second was a',success,-2.773247718811035
46,'Dana enjoyed singing in private but was scared to death at the thought of performing in front of an',audience,-0.4368520975112915
47,'The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a',beginner,-7.6307053565979
48,'Older children often have a harder time than younger children dealing with the loss of an',adult,-5.303807258605957
49,'In order to get into an R-rated movie children under 17 must be accompanied by a',parent,-3.1157281398773193
50,'Before little Gloria went to sleep she wanted to hear a',story,-0.6051307320594788
51,'Carrie's father had always joked that two is company but three is a',crowd,-2.960317611694336
52,'Hannah wanted to live in a small town but her husband preferred to live closer to a',city,-2.448193073272705
53,'Amelia did not want to go to the bar with her friends after seeing the movie so she made up an',excuse,-2.2262768745422363
54,'When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an',envelope,-4.614652633666992
55,'At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a',finger,-0.9142429828643799
56,'With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a',tourist,-2.945385694503784
57,'Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a',liquid,-0.6389758586883545
58,'The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a',mirage,-18.31590861082077
59,'As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an',ocean,-12.285002708435059
60,'Violet was just learning how to make an omelette so her father began by showing her how to crack a',window,-15.082664489746094
61,'As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an',owl,-0.9863724708557129
62,'Because they were playing baseball so close to the house the children ended up shattering an',egg,-7.359827518463135
63,'Carly wasn't sure if the Venus flytrap was classified as a plant or as a',flower,-9.064387321472168
64,'The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an',element,-1.5684082508087158
65,'The guys didn't know what to call their band so Trent told everyone to come up with a',name,-2.694978713989258
66,'Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an',island,-12.97722053527832
67,'Although the basketball team's defence was very strong they did not have so much of a',coach,-9.653630256652832
68,'Bob claims to be from outer space but nobody believes that he is actually an',alien,-0.5206837058067322
69,'Being from the mainland Karen never got used to the feeling of living on a',ship,-5.731614112854004
70,'While Natasha was strolling through the colourful gardens she reached down and picked an',animal,-9.040277481079102
71,'Marcy did not deal well with praise and had never really learned how to take a',compliment,-4.823634147644043
72,'Ever since Mr.Barnes had moved away Bobby's football team had been left without an',offense,-19.380186080932617
73,'The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an',order,-0.8837767243385315
74,'Whenever Josh had too much to drink, he became belligerent and would try to start a',fight,-3.4196157455444336
75,'The day was breezy so the boy went outside to fly a',kite,-2.187516927719116
76,'When the pipe broke in the bathroom Felicia looked through the phonebook to find an',architect,-10.266376495361328
77,'The doctors told Monica not to use her legs too much so soon after her surgery so she often used an',escalator,-13.590763706946746
78,'Lance had moved to Hollywood in hopes of becoming a',director,-7.578216552734375
79,'Damon preferred climbing stairs over going up a',wheelchair,-7.685781955718994
80,'The group had been brainstorming all day but they still didn't have an',idea,-1.859633207321167
81,'Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a',cat,-5.141793727874756
82,'Whenever Josh had too much to drink, he became belligerent and would try to start an',affair,-8.281580924987793
83,'For the snowman's eyes the children used two pieces of coal, and for its nose they used a',carrot,-4.423069953918457
84,'Katie did not like to say words with the letter s because she spoke with an',accent,-2.3432865142822266
85,'The tweeting in the treetops sounded like a',bird,-6.644387245178223
86,'It was difficult to understand the foreign professor because he had a',lisp,-16.140427589416504
87,'The bakery did not accept credit cards so Peter would have to write a',cheque,-4.542586803436279
88,'Without the floats and the marching bands it wasn't much of a',parade,-5.200632572174072
89,'On a street corner in Paris Kim had her portrait painted by an',artist,-4.353897571563721
90,'Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a',kite,-14.163201332092285
91,'Dale was very sorry for what he had said to Bernadette and he knew that he owed her an',apology,-2.2596936225891113
92,'When the representative retired in the middle of his term, the state was forced to hold an',election,-1.4639335870742798
93,'Marge hated baiting the hook, but she knew that it was the only way to catch an',octopus,-9.045479794964194
94,'The day was breezy so the boy went outside to fly an',aeroplane,-7.562560442645918
95,'James is an avid reader, so for his birthday his sister decided to give him an',education,-15.87353229522705
96,'When her husband started staying late at the office every night, Joanne began to suspect that he was having a',fight,-11.914899826049805
97,'Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a',book,-10.852885246276855
98,'When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a',fish,-11.56407642364502
99,'The old wives' tale says that if you want to keep the doctor away then you should eat an',apple,-1.4243524074554443
100,'Surrounded by mountains, Lola shouted across the valley and heard an',echo,-1.7429840564727783
101,'Betsy had no desire to enter the working world, so decided to stay at the university and remain a',student,-3.478937864303589
102,'Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an',iron,-3.124028444290161
103,'When I called his house Nolan was not home but his mother said she could relay an',invitation,-7.581132888793945
104,'Because it frequently rains in London it's a good idea to always carry a',newspaper,-13.093146324157715
105,'Instead of recording a live album the band decided they would have more control if they recorded in a',studio,-1.2608240842819214
106,'As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an',umbrella,-8.934534072875977
107,'When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a',fire,-9.717195510864258
108,'Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an',allowance,-8.301600456237793
109,'When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an',accident,-5.5932722091674805
110,'Because Bart did not clean his wound properly he ended up getting a',tattoo,-15.533977508544922
111,'Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an',emergency,-1.6687170267105103
112,'No matter how safely you drive your car chances are someday you'll be involved in a',race,-12.563124656677246
113,'The highlight of Jack's trip to India was when he got to ride an',elephant,-0.447416752576828
114,'Frank wanted to design a very modern house so he sought advice from an',architect,-7.8321967124938965
115,'Sue had wanted to go to Tim's birthday party but she was still waiting for a',message,-7.635523319244385
116,'Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a',pound,-6.8391876220703125
117,'When the pipe broke in the bathroom Felicia looked through the phonebook to find a',plumber,-3.2150979042053223
118,'I wanted to put my coat in the closet but I could not find a',hanger,-8.470297358930111
119,'The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an',infection,-6.299350738525391
120,'There are always ways to improve your game whether you're an advanced tennis player or merely a',beginner,-3.8605756759643555
121,'Before little Gloria went to sleep she wanted to hear an',excuse,-15.243311882019043
122,'The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an',amateur,-1.6029479503631592
123,'When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a',stamp,-7.147134304046631
124,'Dana enjoyed singing in private but was scared to death at the thought of performing in front of a',crowd,-1.3474911451339722
125,'Carrie's father had always joked that two is company but three is an',audience,-6.4499688148498535
126,'Jeffrey mailed the letter without an',envelope,-2.627185821533203
127,'The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a',city,-6.544583320617676
128,'After Joanne's first book was published she finally felt she could call herself a',success,-4.612198829650879
129,'Alicia's first client was a failure but her second was an',author,-9.182197570800781
130,'The doctors told Monica not to use her legs too much so soon after her surgery so she often used a',wheelchair,-3.5355279445648193
131,'From a young age Steven had an interest in filmmaking and had always dreamed of being a',director,-3.0760390758514404
132,'Marie wanted to sample a tiny bit of the sauce so she daintily dipped a',finger,-9.314505577087402
133,'Older children often have a harder time than younger children dealing with the loss of a',parent,-3.4752421379089355
134,'Hannah wanted to live in a small town but her husband preferred to live closer to an',airport,-7.138004779815674
135,'Damon preferred climbing stairs over going up an',escalator,-1.5467321862233803
136,'At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an',onion,-2.5712904930114746
137,'As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a',cat,-6.911275863647461
138,'Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an',owl,-8.375405311584473
139,'The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a',liquid,-10.340856552124023
140,'The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an',ocean,-3.033457040786743
141,'Because they were playing baseball so close to the house the children ended up shattering a',window,-0.6429443359375
142,'The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a',compliment,-11.41763973236084
143,'While Natasha was strolling through the colourful gardens she reached down and picked a',flower,-4.539176940917969
144,'Violet was just learning how to make an omelette so her father began by showing her how to crack an',egg,-2.4061007499694824
145,'Marcy did not deal well with praise and had never really learned how to take an',order,-9.132142066955566
146,'You never forget how to ride a',bicycle,-3.574173927307129
147,'Lance had moved to Hollywood in hopes of becoming an',actor,-3.447277069091797
148,'Amelia did not want to go to the bar with her friends after seeing the movie so she made up a',story,-1.5459489822387695
149,'In order to get into an R-rated movie children under 17 must be accompanied by an',adult,-0.8587758541107178
150,'Bob claims to be from outer space but nobody believes that he is actually a',tourist,-8.352614402770996
151,'Being from the mainland Karen never got used to the feeling of living on an',island,-1.254170536994934
152,'The guys didn't know what to call their band so Trent told everyone to come up with an',idea,-4.49636173248291
153,'Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an',element,-8.365646362304688
154,'As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a',mirage,-3.817143434767786
155,'Carly wasn't sure if the Venus flytrap was classified as a plant or as an',animal,-0.7638418674468994
156,'Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a',ship,-5.837635040283203
157,'Although the basketball team's defence was very strong they did not have so much of an',offense,-11.074113845825195
158,'With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an',alien,-8.747381210327148
159,'The group had been brainstorming all day but they still didn't have a',name,-7.2140374183654785
160,'Ever since Mr.Barnes had moved away Bobby's football team had been left without a',coach,-3.3902008533477783
