sentence_num,sentence,word,deepseek_prob
2,'Grace laughed when he referred to her as a',idiot,-15.133442878723145
2,'Grace laughed when he referred to her as a',liar,-6.07000732421875
2,'Grace laughed when he referred to her as a',queen,-6.7718305587768555
2,'Grace laughed when he referred to her as a',chick,-13.999428749084473
2,'Grace laughed when he referred to her as a',cancer,-12.314724922180176
2,'Grace laughed when he referred to her as a',girlfriend,-11.368426322937012
2,'Grace laughed when he referred to her as a',goof,-16.678407669067383
2,'Grace laughed when he referred to her as a',bird,-9.472554206848145
2,'Grace laughed when he referred to her as a',mom,-11.548412322998047
2,'Grace laughed when he referred to her as a',buffalo,-15.598962783813477
2,'Grace laughed when he referred to her as a',grouch,-25.79070281982422
2,'Grace laughed when he referred to her as a',scamp,-28.825045585632324
2,'Grace laughed when he referred to her as a',hag,-24.120088577270508
2,'Grace laughed when he referred to her as a',simpleton,-21.8313627243042
3,'The baby's face puckered when she ate something',sour,-12.194563865661621
3,'The baby's face puckered when she ate something',salty,-11.869799613952637
3,'The baby's face puckered when she ate something',bitter,-10.783337593078613
3,'The baby's face puckered when she ate something',slimy,-27.04200267791748
3,'The baby's face puckered when she ate something',tart,-16.552204132080078
3,'The baby's face puckered when she ate something',sweet,-7.702888488769531
4,'The beach is the place we will usually',swim,-7.781011581420898
4,'The beach is the place we will usually',go,-0.8995437026023865
4,'The beach is the place we will usually',vacation,-9.155386924743652
4,'The beach is the place we will usually',visit,-2.1572513580322266
4,'The beach is the place we will usually',relax,-6.8808488845825195
4,'The beach is the place we will usually',meet,-4.9580583572387695
4,'The beach is the place we will usually',stay,-3.738985061645508
4,'The beach is the place we will usually',sunbathe,-43.529587745666504
4,'The beach is the place we will usually',gather,-7.769914627075195
4,'The beach is the place we will usually',rest,-6.898866653442383
4,'The beach is the place we will usually',tan,-13.19831657409668
4,'The beach is the place we will usually',avoid,-8.247900009155273
4,'The beach is the place we will usually',celebrate,-9.18546199798584
4,'The beach is the place we will usually',like,-5.435892105102539
4,'The beach is the place we will usually',bodysurf,-50.70189952850342
4,'The beach is the place we will usually',walk,-5.751296043395996
4,'The beach is the place we will usually',ch,-12.98977279663086
4,'The beach is the place we will usually',trash,-14.816816329956055
4,'The beach is the place we will usually',picnic,-12.41035270690918
4,'The beach is the place we will usually',park,-10.27702808380127
4,'The beach is the place we will usually',dig,-9.480279922485352
5,'After waiting three hours, Cal whined and started to',cry,-3.6959404945373535
5,'After waiting three hours, Cal whined and started to',complain,-7.653610706329346
5,'After waiting three hours, Cal whined and started to',leave,-3.541530132293701
5,'After waiting three hours, Cal whined and started to',squirm,-22.102712154388428
5,'After waiting three hours, Cal whined and started to',pout,-21.56243371963501
5,'After waiting three hours, Cal whined and started to',fidget,-21.694498538970947
5,'After waiting three hours, Cal whined and started to',yell,-6.497250080108643
5,'After waiting three hours, Cal whined and started to',pace,-9.190723419189453
5,'After waiting three hours, Cal whined and started to',argue,-6.806826114654541
5,'After waiting three hours, Cal whined and started to',weep,-24.064329147338867
5,'After waiting three hours, Cal whined and started to',paw,-11.946847915649414
5,'After waiting three hours, Cal whined and started to',pant,-10.7322416305542
5,'After waiting three hours, Cal whined and started to',twitch,-11.355419158935547
5,'After waiting three hours, Cal whined and started to',sulk,-22.281579971313477
5,'After waiting three hours, Cal whined and started to',fret,-10.450233459472656
5,'After waiting three hours, Cal whined and started to',stomp,-20.460703372955322
5,'After waiting three hours, Cal whined and started to',bark,-6.708175182342529
6,'While watching the funny movie, Kim was overcome with',laughter,-8.546195030212402
6,'While watching the funny movie, Kim was overcome with',joy,-6.216622352600098
6,'While watching the funny movie, Kim was overcome with',emotion,-5.527350425720215
6,'While watching the funny movie, Kim was overcome with',hiccups,-45.1719446182251
6,'While watching the funny movie, Kim was overcome with',giggles,-27.211376190185547
6,'While watching the funny movie, Kim was overcome with',spasms,-34.79536533355713
6,'While watching the funny movie, Kim was overcome with',humor,-7.115683555603027
7,'Hearing noises from above, the confused man inspected the',attic,-9.179931640625
7,'Hearing noises from above, the confused man inspected the',ceiling,-5.313206672668457
7,'Hearing noises from above, the confused man inspected the',roof,-7.286977767944336
7,'Hearing noises from above, the confused man inspected the',sky,-8.172943115234375
7,'Hearing noises from above, the confused man inspected the',door,-3.582796096801758
7,'Hearing noises from above, the confused man inspected the',bedroom,-7.940653324127197
7,'Hearing noises from above, the confused man inspected the',worst,-9.980695724487305
7,'Hearing noises from above, the confused man inspected the',stairway,-25.069876670837402
7,'Hearing noises from above, the confused man inspected the',pipes,-8.283323287963867
7,'Hearing noises from above, the confused man inspected the',machine,-7.264900207519531
7,'Hearing noises from above, the confused man inspected the',kids,-11.314705848693848
7,'Hearing noises from above, the confused man inspected the',vents,-13.437233924865723
7,'Hearing noises from above, the confused man inspected the',fan,-9.706680297851562
7,'Hearing noises from above, the confused man inspected the',source,-8.290624618530273
7,'Hearing noises from above, the confused man inspected the',stairs,-4.9473161697387695
7,'Hearing noises from above, the confused man inspected the',upstairs,-9.752796173095703
7,'Hearing noises from above, the confused man inspected the',clouds,-9.187736511230469
7,'Hearing noises from above, the confused man inspected the',tree,-8.093362808227539
7,'Hearing noises from above, the confused man inspected the',room,-3.7831602096557617
7,'Hearing noises from above, the confused man inspected the',rooftop,-10.018508911132812
7,'Hearing noises from above, the confused man inspected the',area,-6.18520450592041
8,'The restaurants on the west end were very',expensive,-4.605032920837402
8,'The restaurants on the west end were very',posh,-26.19546604156494
8,'The restaurants on the west end were very',crowded,-3.755441427230835
8,'The restaurants on the west end were very',fancy,-11.176815032958984
8,'The restaurants on the west end were very',busy,-2.0393149852752686
8,'The restaurants on the west end were very',good,-5.653033256530762
8,'The restaurants on the west end were very',pricey,-9.836877822875977
8,'The restaurants on the west end were very',nice,-6.686972618103027
8,'The restaurants on the west end were very',noisy,-5.378273010253906
8,'The restaurants on the west end were very',swanky,-30.21789264678955
8,'The restaurants on the west end were very',dirty,-7.46170711517334
8,'The restaurants on the west end were very',clean,-6.207250595092773
8,'The restaurants on the west end were very',chic,-12.83319091796875
8,'The restaurants on the west end were very',best,-10.174422264099121
8,'The restaurants on the west end were very',trendy,-10.392805099487305
8,'The restaurants on the west end were very',hot,-4.900208473205566
8,'The restaurants on the west end were very',wonderful,-13.503565788269043
8,'The restaurants on the west end were very',extravagant,-14.093209266662598
8,'The restaurants on the west end were very',cheap,-7.52474308013916
8,'The restaurants on the west end were very',loud,-10.335921287536621
8,'The restaurants on the west end were very',old,-7.062325477600098
8,'The restaurants on the west end were very',dry,-6.735539436340332
8,'The restaurants on the west end were very',elegant,-10.238137245178223
8,'The restaurants on the west end were very',classy,-11.824012756347656
8,'The restaurants on the west end were very',high end,-13.845449447631836
8,'The restaurants on the west end were very',sparse,-7.906505584716797
8,'The restaurants on the west end were very',upscale,-9.676939964294434
8,'The restaurants on the west end were very',luxurious,-7.7438201904296875
9,'Tim was very tired, so he was difficult to',understand,-3.368314027786255
9,'Tim was very tired, so he was difficult to',wake,-4.858447074890137
9,'Tim was very tired, so he was difficult to',control,-4.078668594360352
9,'Tim was very tired, so he was difficult to',hear,-9.833416938781738
9,'Tim was very tired, so he was difficult to',tolerate,-6.63375186920166
9,'Tim was very tired, so he was difficult to',handle,-2.66875958442688
9,'Tim was very tired, so he was difficult to',entertain,-9.01137638092041
9,'Tim was very tired, so he was difficult to',manage,-2.4193832874298096
9,'Tim was very tired, so he was difficult to',please,-7.820662498474121
9,'Tim was very tired, so he was difficult to',soothe,-26.084181785583496
9,'Tim was very tired, so he was difficult to',rouse,-25.206777572631836
9,'Tim was very tired, so he was difficult to',arouse,-29.385180473327637
9,'Tim was very tired, so he was difficult to',see,-5.424033164978027
9,'Tim was very tired, so he was difficult to',engage,-6.6366987228393555
9,'Tim was very tired, so he was difficult to',work,-4.774574279785156
9,'Tim was very tired, so he was difficult to',convince,-9.970510482788086
9,'Tim was very tired, so he was difficult to',placate,-28.20098304748535
9,'Tim was very tired, so he was difficult to',confront,-9.024153709411621
9,'Tim was very tired, so he was difficult to',motivate,-6.971713066101074
9,'Tim was very tired, so he was difficult to',move,-6.107278823852539
9,'Tim was very tired, so he was difficult to',drive,-7.370264053344727
9,'Tim was very tired, so he was difficult to',deal with,-15.733180046081543
9,'Tim was very tired, so he was difficult to',help,-6.928112983703613
9,'Tim was very tired, so he was difficult to',read,-5.855201721191406
9,'Tim was very tired, so he was difficult to',calm,-9.127975463867188
9,'Tim was very tired, so he was difficult to',carry,-6.991915702819824
9,'Tim was very tired, so he was difficult to',talk to,-14.044217109680176
9,'Tim was very tired, so he was difficult to',enjoy,-7.919753074645996
9,'Tim was very tired, so he was difficult to',relax,-6.242731094360352
9,'Tim was very tired, so he was difficult to',interrogate,-24.50370502471924
9,'Tim was very tired, so he was difficult to',teach,-6.913704872131348
9,'Tim was very tired, so he was difficult to',find,-5.858454704284668
9,'Tim was very tired, so he was difficult to',endure,-8.505972862243652
9,'Tim was very tired, so he was difficult to',coax,-13.683125495910645
9,'Tim was very tired, so he was difficult to',talk,-4.551081657409668
9,'Tim was very tired, so he was difficult to',concentrate,-8.360334396362305
9,'Tim was very tired, so he was difficult to',visit,-8.407394409179688
9,'Tim was very tired, so he was difficult to',take,-5.2438554763793945
9,'Tim was very tired, so he was difficult to',arouse,-29.385180473327637
9,'Tim was very tired, so he was difficult to',study,-7.361905097961426
9,'Tim was very tired, so he was difficult to',consult,-9.659491539001465
9,'Tim was very tired, so he was difficult to',excite,-27.421381950378418
10,'Jean was satisfied as her sculpture began to take',shape,-0.6282326579093933
10,'Jean was satisfied as her sculpture began to take',form,-4.978044033050537
10,'Jean was satisfied as her sculpture began to take',effect,-6.075295925140381
10,'Jean was satisfied as her sculpture began to take',pictures,-11.501233100891113
10,'Jean was satisfied as her sculpture began to take',action,-9.863125801086426
10,'Jean was satisfied as her sculpture began to take',money,-11.794597625732422
10,'Jean was satisfied as her sculpture began to take',glow,-14.626112937927246
10,'Jean was satisfied as her sculpture began to take',off,-1.2642991542816162
10,'Jean was satisfied as her sculpture began to take',measurements,-12.420442581176758
10,'Jean was satisfied as her sculpture began to take',life,-9.621674537658691
10,'Jean was satisfied as her sculpture began to take',dry,-13.562812805175781
10,'Jean was satisfied as her sculpture began to take',hold,-4.529176235198975
11,'Pressed for time, Beth made a quick grocery',run,-6.658541202545166
11,'Pressed for time, Beth made a quick grocery',trip,-8.796192169189453
11,'Pressed for time, Beth made a quick grocery',list,-0.26119548082351685
11,'Pressed for time, Beth made a quick grocery',stop,-10.142382621765137
11,'Pressed for time, Beth made a quick grocery',visit,-8.755322456359863
12,'A village was discovered between the mountains, in a',valley,-5.523873805999756
12,'A village was discovered between the mountains, in a',cave,-9.54746150970459
12,'A village was discovered between the mountains, in a',ravine,-30.725948333740234
12,'A village was discovered between the mountains, in a',private place,-17.401812076568604
12,'A village was discovered between the mountains, in a',circle,-6.619235515594482
12,'A village was discovered between the mountains, in a',river,-8.914862632751465
12,'A village was discovered between the mountains, in a',cavern,-13.869271278381348
12,'A village was discovered between the mountains, in a',field,-7.419033527374268
12,'A village was discovered between the mountains, in a',nadir,-32.50258445739746
12,'A village was discovered between the mountains, in a',tunnel,-11.501999855041504
12,'A village was discovered between the mountains, in a',community,-8.549192428588867
12,'A village was discovered between the mountains, in a',jungle,-9.096519470214844
12,'A village was discovered between the mountains, in a',gap,-8.059317588806152
12,'A village was discovered between the mountains, in a',foreign,-9.944112777709961
12,'A village was discovered between the mountains, in a',forest,-7.605972766876221
12,'A village was discovered between the mountains, in a',cliff,-13.131693840026855
12,'A village was discovered between the mountains, in a',town,-6.267678737640381
13,'David lost tug-of-war because he was too tired to',pull,-1.9927983283996582
13,'David lost tug-of-war because he was too tired to',play,-2.636925220489502
13,'David lost tug-of-war because he was too tired to',care,-8.442472457885742
13,'David lost tug-of-war because he was too tired to',fight,-6.17050313949585
13,'David lost tug-of-war because he was too tired to',compete,-3.820380687713623
13,'David lost tug-of-war because he was too tired to',stand,-6.548365116119385
13,'David lost tug-of-war because he was too tired to',give it his best,-38.85263776779175
13,'David lost tug-of-war because he was too tired to',grip,-9.822626113891602
13,'David lost tug-of-war because he was too tired to',weak,-12.311920166015625
14,'The patient was angry for receiving the wrong',medicine,-5.832428932189941
14,'The patient was angry for receiving the wrong',medication,-2.481006622314453
14,'The patient was angry for receiving the wrong',diagnosis,-3.259532928466797
14,'The patient was angry for receiving the wrong',treatment,-1.5213595628738403
14,'The patient was angry for receiving the wrong',dose,-5.573559761047363
14,'The patient was angry for receiving the wrong',prescription,-4.260794639587402
14,'The patient was angry for receiving the wrong',pills,-8.503053665161133
14,'The patient was angry for receiving the wrong',drug,-4.9920759201049805
14,'The patient was angry for receiving the wrong',info,-6.735945701599121
14,'The patient was angry for receiving the wrong',cure,-12.037198066711426
14,'The patient was angry for receiving the wrong',dosage,-4.779288291931152
14,'The patient was angry for receiving the wrong',message,-5.298218727111816
14,'The patient was angry for receiving the wrong',number,-7.361937522888184
14,'The patient was angry for receiving the wrong',information,-1.7063771486282349
14,'The patient was angry for receiving the wrong',results,-7.072173118591309
14,'The patient was angry for receiving the wrong',lunch,-10.486634254455566
14,'The patient was angry for receiving the wrong',advice,-4.152003288269043
14,'The patient was angry for receiving the wrong',refund,-9.910030364990234
14,'The patient was angry for receiving the wrong',papers,-11.636027336120605
15,'Paige thought the color of the wall was rather',dull,-9.597402572631836
15,'Paige thought the color of the wall was rather',bland,-16.907142639160156
15,'Paige thought the color of the wall was rather',drab,-32.49049091339111
15,'Paige thought the color of the wall was rather',boring,-10.464251518249512
15,'Paige thought the color of the wall was rather',bright,-9.176530838012695
15,'Paige thought the color of the wall was rather',ugly,-11.335443496704102
15,'Paige thought the color of the wall was rather',plain,-10.097652435302734
15,'Paige thought the color of the wall was rather',pretty,-10.197741508483887
15,'Paige thought the color of the wall was rather',odd,-7.69520378112793
15,'Paige thought the color of the wall was rather',dark,-8.90602970123291
15,'Paige thought the color of the wall was rather',loud,-12.028626441955566
15,'Paige thought the color of the wall was rather',inspiring,-13.411985397338867
15,'Paige thought the color of the wall was rather',unique,-5.353879928588867
15,'Paige thought the color of the wall was rather',cool,-7.509857177734375
15,'Paige thought the color of the wall was rather',dreary,-36.0894889831543
15,'Paige thought the color of the wall was rather',vibrant,-11.446006774902344
15,'Paige thought the color of the wall was rather',soothing,-14.44170093536377
15,'Paige thought the color of the wall was rather',institutional,-17.519569396972656
15,'Paige thought the color of the wall was rather',blah,-10.257575988769531
15,'Paige thought the color of the wall was rather',dry,-9.94090747833252
15,'Paige thought the color of the wall was rather',red,-8.552330017089844
16,'The stockholders meeting started after a short',break,-1.7035118341445923
16,'The stockholders meeting started after a short',delay,-1.1524454355239868
16,'The stockholders meeting started after a short',recess,-8.471089363098145
16,'The stockholders meeting started after a short',introduction,-8.025938987731934
16,'The stockholders meeting started after a short',speech,-11.441376686096191
16,'The stockholders meeting started after a short',presentation,-6.777577877044678
16,'The stockholders meeting started after a short',lunch,-7.792535305023193
16,'The stockholders meeting started after a short',video,-6.1464619636535645
16,'The stockholders meeting started after a short',prayer,-11.983599662780762
16,'The stockholders meeting started after a short',time,-2.8715262413024902
16,'The stockholders meeting started after a short',chat,-5.72981595993042
16,'The stockholders meeting started after a short',pause,-4.059628009796143
16,'The stockholders meeting started after a short',breakfast,-8.796138763427734
16,'The stockholders meeting started after a short',wait,-5.588237285614014
16,'The stockholders meeting started after a short',interruption,-3.9066720008850098
16,'The stockholders meeting started after a short',fall,-11.8242826461792
16,'The stockholders meeting started after a short',visit,-7.360174655914307
16,'The stockholders meeting started after a short',intermission,-22.155436992645264
16,'The stockholders meeting started after a short',lull,-27.234848976135254
16,'The stockholders meeting started after a short',brief,-9.735886573791504
16,'The stockholders meeting started after a short',nap,-7.595169544219971
16,'The stockholders meeting started after a short',lecture,-9.719779014587402
16,'The stockholders meeting started after a short',announcement,-10.182785987854004
16,'The stockholders meeting started after a short',argument,-11.757935523986816
16,'The stockholders meeting started after a short',reception,-15.34754753112793
16,'The stockholders meeting started after a short',meeting,-4.635985851287842
16,'The stockholders meeting started after a short',message,-7.788203716278076
16,'The stockholders meeting started after a short',piece,-11.697197914123535
17,'A gardener, Harry likes to fertilize plants with',manure,-25.49745750427246
17,'A gardener, Harry likes to fertilize plants with',fertilizer,-5.1568732261657715
17,'A gardener, Harry likes to fertilize plants with',compost,-11.236247062683105
17,'A gardener, Harry likes to fertilize plants with',poop,-17.116636276245117
17,'A gardener, Harry likes to fertilize plants with',soil,-7.701200008392334
17,'A gardener, Harry likes to fertilize plants with',dung,-15.882819175720215
17,'A gardener, Harry likes to fertilize plants with',mulch,-25.14512062072754
17,'A gardener, Harry likes to fertilize plants with',dirt,-11.895173072814941
17,'A gardener, Harry likes to fertilize plants with',eggs,-8.835500717163086
17,'A gardener, Harry likes to fertilize plants with',water,-4.31091833114624
17,'A gardener, Harry likes to fertilize plants with',coffee,-8.140597343444824
17,'A gardener, Harry likes to fertilize plants with',tomatoes,-10.734983444213867
17,'A gardener, Harry likes to fertilize plants with',salt,-8.451478004455566
17,'A gardener, Harry likes to fertilize plants with',chemicals,-5.444899082183838
17,'A gardener, Harry likes to fertilize plants with',nitrogen,-9.538654327392578
17,'A gardener, Harry likes to fertilize plants with',grounds,-14.218186378479004
17,'A gardener, Harry likes to fertilize plants with',pee,-16.108572006225586
17,'A gardener, Harry likes to fertilize plants with',lime,-11.967547416687012
17,'A gardener, Harry likes to fertilize plants with',eggshells,-46.13763427734375
17,'A gardener, Harry likes to fertilize plants with',guano,-25.99580955505371
17,'A gardener, Harry likes to fertilize plants with',spray,-11.73645305633545
17,'A gardener, Harry likes to fertilize plants with',worm juice,-24.21063232421875
17,'A gardener, Harry likes to fertilize plants with',seeds,-8.251363754272461
17,'A gardener, Harry likes to fertilize plants with',sugar,-10.913613319396973
17,'A gardener, Harry likes to fertilize plants with',sand,-9.675683975219727
17,'A gardener, Harry likes to fertilize plants with',tea,-10.427746772766113
17,'A gardener, Harry likes to fertilize plants with',shells,-10.875927925109863
17,'A gardener, Harry likes to fertilize plants with',nitrate,-23.619967460632324
18,'Josie drank a large glass of milk every',day,-0.07569301873445511
18,'Josie drank a large glass of milk every',morning,-3.0111007690429688
18,'Josie drank a large glass of milk every',night,-7.343506813049316
18,'Josie drank a large glass of milk every',evening,-9.036399841308594
18,'Josie drank a large glass of milk every',hour,-7.854245185852051
19,'Running low on cookies, the bakery needed a new',batch,-7.690029144287109
19,'Running low on cookies, the bakery needed a new',oven,-3.698552131652832
19,'Running low on cookies, the bakery needed a new',baker,-8.883159637451172
19,'Running low on cookies, the bakery needed a new',chef,-9.721744537353516
19,'Running low on cookies, the bakery needed a new',employees,-11.261962890625
19,'Running low on cookies, the bakery needed a new',dessert,-7.208718299865723
19,'Running low on cookies, the bakery needed a new',recipe,-1.9879730939865112
19,'Running low on cookies, the bakery needed a new',dozen,-11.583057403564453
19,'Running low on cookies, the bakery needed a new',promotion,-5.089384078979492
19,'Running low on cookies, the bakery needed a new',item,-8.426844596862793
19,'Running low on cookies, the bakery needed a new',stock,-8.453164100646973
19,'Running low on cookies, the bakery needed a new',mixer,-11.716732025146484
19,'Running low on cookies, the bakery needed a new',supply,-7.094455718994141
19,'Running low on cookies, the bakery needed a new',shipment,-9.284811973571777
19,'Running low on cookies, the bakery needed a new',cook,-9.960807800292969
19,'Running low on cookies, the bakery needed a new',source,-10.876656532287598
20,'The clothier grabbed a bolt of cloth from the',shelf,-11.2327241897583
20,'The clothier grabbed a bolt of cloth from the',rack,-10.669784545898438
20,'The clothier grabbed a bolt of cloth from the',closet,-10.119465827941895
20,'The clothier grabbed a bolt of cloth from the',back,-9.673236846923828
20,'The clothier grabbed a bolt of cloth from the',table,-6.69847297668457
20,'The clothier grabbed a bolt of cloth from the',store,-10.019018173217773
20,'The clothier grabbed a bolt of cloth from the',roll,-14.392738342285156
20,'The clothier grabbed a bolt of cloth from the',storeroom,-43.807464599609375
20,'The clothier grabbed a bolt of cloth from the',bin,-12.169650077819824
20,'The clothier grabbed a bolt of cloth from the',pile,-11.001443862915039
20,'The clothier grabbed a bolt of cloth from the',room,-7.273632049560547
20,'The clothier grabbed a bolt of cloth from the',wheel,-14.641593933105469
20,'The clothier grabbed a bolt of cloth from the',storage,-12.288509368896484
20,'The clothier grabbed a bolt of cloth from the',cabinet,-11.825174331665039
20,'The clothier grabbed a bolt of cloth from the',reem,-32.011990547180176
20,'The clothier grabbed a bolt of cloth from the',counter,-12.277461051940918
20,'The clothier grabbed a bolt of cloth from the',shed,-15.003515243530273
20,'The clothier grabbed a bolt of cloth from the',spool,-31.53706455230713
20,'The clothier grabbed a bolt of cloth from the',stack,-12.573561668395996
20,'The clothier grabbed a bolt of cloth from the',dryer,-10.656352996826172
20,'The clothier grabbed a bolt of cloth from the',box,-9.34290885925293
20,'The clothier grabbed a bolt of cloth from the',display,-11.812029838562012
20,'The clothier grabbed a bolt of cloth from the',wall,-11.638590812683105
21,'The reckless driver drove too quickly around the',corner,-9.236470222473145
21,'The reckless driver drove too quickly around the',bend,-10.756816864013672
21,'The reckless driver drove too quickly around the',curve,-7.174158096313477
21,'The reckless driver drove too quickly around the',turn,-8.467217445373535
21,'The reckless driver drove too quickly around the',block,-13.604108810424805
21,'The reckless driver drove too quickly around the',circle,-1.6916577816009521
21,'The reckless driver drove too quickly around the',roundabout,-21.250253677368164
21,'The reckless driver drove too quickly around the',ledge,-11.7721586227417
21,'The reckless driver drove too quickly around the',street,-10.671682357788086
21,'The reckless driver drove too quickly around the',sign,-13.654306411743164
22,'The girls made beautiful designs on the street with',chalk,-12.671749114990234
22,'The girls made beautiful designs on the street with',paint,-14.03658390045166
22,'The girls made beautiful designs on the street with',crayons,-34.97791862487793
22,'The girls made beautiful designs on the street with',paper,-13.587627410888672
22,'The girls made beautiful designs on the street with',flowers,-8.540940284729004
22,'The girls made beautiful designs on the street with',posters,-16.17618751525879
22,'The girls made beautiful designs on the street with',paintcans,-51.025221824645996
22,'The girls made beautiful designs on the street with',pride,-15.431903839111328
22,'The girls made beautiful designs on the street with',fabric,-15.217486381530762
23,'Tom was told that this particular plant was a',fern,-12.526830673217773
23,'Tom was told that this particular plant was a',rose,-12.150156021118164
23,'Tom was told that this particular plant was a',weed,-10.505304336547852
23,'Tom was told that this particular plant was a',poisonous,-9.289216995239258
23,'Tom was told that this particular plant was a',perennial,-13.061721801757812
23,'Tom was told that this particular plant was a',rare,-3.897190570831299
23,'Tom was told that this particular plant was a',cactus,-20.833611488342285
23,'Tom was told that this particular plant was a',hybrid,-6.707869052886963
23,'Tom was told that this particular plant was a',succulent,-28.06861686706543
23,'Tom was told that this particular plant was a',ficus,-34.84065818786621
23,'Tom was told that this particular plant was a',venus fly trap,-57.61591339111328
23,'Tom was told that this particular plant was a',hibiscus,-54.10710144042969
23,'Tom was told that this particular plant was a',rarity,-11.238561630249023
23,'Tom was told that this particular plant was a',flower,-8.061076164245605
23,'Tom was told that this particular plant was a',geranium,-24.130706787109375
23,'Tom was told that this particular plant was a',peony,-29.138885498046875
23,'Tom was told that this particular plant was a',mandrake,-41.13785171508789
23,'Tom was told that this particular plant was a',green,-8.092625617980957
23,'Tom was told that this particular plant was a',prize,-11.692235946655273
23,'Tom was told that this particular plant was a',nice one,-15.947059154510498
23,'Tom was told that this particular plant was a',bitter,-11.888607025146484
23,'Tom was told that this particular plant was a',petunia,-32.75327444076538
23,'Tom was told that this particular plant was a',drug,-11.665292739868164
23,'Tom was told that this particular plant was a',dangerous,-8.650726318359375
23,'Tom was told that this particular plant was a',failure,-12.035945892333984
23,'Tom was told that this particular plant was a',toxic one,-17.373809337615967
23,'Tom was told that this particular plant was a',young one,-16.594319820404053
23,'Tom was told that this particular plant was a',possessions,-18.405357360839844
23,'Tom was told that this particular plant was a',shrub,-22.959287643432617
23,'Tom was told that this particular plant was a',mum,-15.114728927612305
23,'Tom was told that this particular plant was a',gem,-10.568639755249023
23,'Tom was told that this particular plant was a',carnivore,-28.003908157348633
23,'Tom was told that this particular plant was a',tulip,-26.867387771606445
