sentence_num,sentence,word,deepseek_prob
73,'The man who was carried into the emergency room had been stabbed in a',fight,-7.732275485992432
74,'After dinner, they spent a long time over coffee just',staring,-7.777376651763916
75,'Rachel loves the smell of tobacco but she can't stand all the',smoke,-5.603310585021973
76,'As usual, he didn't do well because he had not prepared his',plan,-6.220995903015137
77,'I could not remember his',name,-0.43192559480667114
78,'The officials tried to evacuate everyone from the area before the',explosion,-7.629202365875244
79,'Before she arrived he opened a bottle of wine and put on some soft',slippers,-33.83919429779053
80,'Sharon dried the bowls with a',towel,-10.254536628723145
81,'The little girl refused to go to sleep until he told her a',story,-1.8512487411499023
82,'Seth was uneasy because he had never liked to',lie,-8.103654861450195
83,'He bought her a pearl necklace for her',birthday,-2.8419547080993652
84,'Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three',children,-0.9785689115524292
85,'Kim was relieved to see that ample food had been made for the',hungry,-9.232954978942871
86,'Phil put some drops in his',fishtank,-45.39192008972168
87,'He grew corn to feed his',children,-3.791757822036743
88,'They stood on the bridge tossing stale bread to the',ducks,-12.010526657104492
89,'The young boy asked for another',drink,-7.872332572937012
90,'Whether it is true or not, most women think that men don't know how to',cook,-4.676652908325195
91,'He looked worried because he might have broken his',collection,-14.246099472045898
92,'The queen waited patiently for the man to',crack,-9.107532501220703
93,'Larry chose not to join the',army,-8.91585922241211
94,'Most shark attacks occur very close to',winter,-12.587481498718262
95,'You can't open the door with the wrong',key,-0.9237696528434753
96,'He positioned the violin under his',chair,-2.5046892166137695
97,'The two hold-up men carried guns but didn't',shoot,-3.701094388961792
98,'Joe went to the hardware store and bought a replacement window at twice the original',thickness,-7.750492572784424
99,'As a punishment, his parents immediately took away his',toys,-5.762968063354492
100,'They were surprised that Jack thought that it was',funny,-6.747743129730225
101,'It was time to hang the new',pictures,-8.358501434326172
102,'At night the old woman locked the',refrigerator,-10.271018028259277
103,'Marsha wasn't worried about dinner because she knew the guests could remain eating appetizers for at least another',hour,-0.23422154784202576
104,'In his day, that old guy was one of the best',athletes,-6.299506187438965
105,'Cold damp weather makes her joints ache so she's been taking a lot of aspirin for the',race,-11.376754760742188
106,'It's hard to admit when one is',scared,-7.820660591125488
107,'There was a moth caught in the',light,-9.947839736938477
108,'All of their friends have noted that Joe and his wife are always',late,-5.062473297119141
109,'Rushing out he forgot to take his',keys,-6.210574626922607
110,'Rafael wants to preserve the national forest by guarding every',tree,-3.9706623554229736
111,'The exit was marked by a large',sign,-5.24923038482666
112,'The piano was out of',place,-9.259027481079102
113,'They decided to buy a small place and build an addition with two more',rooms,-2.4108543395996094
114,'He really wanted to go, but decided to stay home to wait for the',timer,-10.12472915649414
115,'As a reminder of his cat's first bath, he had a scratch on his',arm,-6.0931220054626465
116,'They raised pigs on their',farm,-0.8793344497680664
117,'Although she heard it ringing, Nancy was too busy cleaning the chimney to get the',phone,-7.579655647277832
118,'Most of the trees died after last year's',drought,-5.542275428771973
119,'She decided to start a new',diet,-8.053033828735352
120,'He was so busy and overwhelmed that he had forgotten to respond to the',card,-10.579299926757812
121,'Alfonso has started biking to work instead of driving his',friends,-10.767314910888672
122,'Paul painted the clown's suit blue and gave him a big red',nose,-7.923660755157471
123,'Most kids think that adults are',old,-5.751908302307129
124,'He wrote himself a note so that he wouldn't',forget,-3.765014171600342
125,'She wished she had brought something to',eat,-2.355621337890625
126,'All of her neighbors thought the old woman was a',witch,-6.776665210723877
127,'Richard was afraid to walk near the edge of the cliff because he was afraid he would',fall,-3.033384323120117
128,'He knew that he could call Chris even if it was the middle of the',night,-2.2973592281341553
129,'She took the baby out when he started to cry and had to miss the rest of the',game,-7.129439353942871
130,'Nora couldn't take the message because she didn't have a pencil or a piece of',chalk,-7.417822360992432
131,'They carelessly dumped the toxic waste into the',trunk,-12.797051429748535
132,'She cleaned the dirt from her',shoes,-3.430669069290161
133,'Simon thinks it's ok to listen to loud music even if the door to his bedroom is',broken,-3.8382606506347656
134,'The problem with Christine is that she can't take a',joke,-9.054882049560547
135,'He drove the nail into the',wood,-10.990856170654297
136,'They waited a long time to see the',show,-9.430315017700195
137,'Ron bought a board for the window that was too long and then he bought one that was too',ugly,-18.411725997924805
138,'Pam did not have any clothes to',mend,-11.658061027526855
139,'The lady felt proud to look at her',meal,-9.692952156066895
140,'The last thing they were expecting on their wedding day was a raging',panic,-10.050871849060059
141,'He mailed the letter without a',hesitation,-9.572497367858887
142,'The only food in the refrigerator was a moldy',sandwich,-5.888423919677734
143,'As a child he used to collect',stamps,-3.0475268363952637
144,'The squirrel stored some nuts in the',basement,-11.11278247833252
145,'Every winter you see the Hernandez house and its huge chimney with puffs of billowing',snow,-5.172858715057373
146,'The rude waiter was not given a',tray,-13.848750114440918
147,'When you go to bed turn off the',sarcasm,-36.94786834716797
148,'You could tell from the way he reacted that he did not like',vomit,-30.34263801574707
149,'He fell on the floor after tripping on the',log,-15.146370887756348
150,'She was glad she had brought a good book with her since there was nothing to read at the',office,-9.121023178100586
151,'He tried to put the pieces of the broken plate back together with',care,-8.743595123291016
152,'They went to see the famous',clock,-8.914570808410645
153,'The Italian chef was known for his fabulous',pasta,-11.65649700164795
154,'While the national anthem is played, everyone is expected to',behave,-6.233368396759033
155,'Although John felt some remorse he decided to return the',money,-4.080173015594482
156,'None of his books made any',fans,-11.369197845458984
157,'They both have jobs but they get some extra income by raising',chickens,-2.660288095474243
158,'It was important to be on',time,-0.35605576634407043
159,'The last thing he expected was to have such a',blast,-15.852846145629883
160,'No matter how hard she tried, she could not remember the',suggestions,-10.833147048950195
161,'Don't touch the wet',clothes,-4.497286796569824
162,'The construction worker had developed very powerful arms from unloading bags of cement from the',truck,-8.833868980407715
163,'It was drafty because of the cold air leaking in through the front door and all the side',paneling,-27.29406452178955
164,'No one wanted to make any decisions until after the',trial,-9.604268074035645
165,'I couldn't go, so I sent my secretary to the lawyers to pick up the',papers,-1.6676002740859985
166,'They had to shampoo the new beige rug after the accident with the',wine,-12.813690185546875
167,'In the mysterious wooden box the girl found a',doll,-10.034650802612305
168,'The shirt was stained with',sauce,-6.322144508361816
169,'Cindy taught her two-year old that the pictures are square and that the plates are',white,-7.724571228027344
170,'At first the woman refused, but eventually she changed her',medication,-11.031661033630371
171,'The little puppy grew up to be a huge',responsibility,-10.946969032287598
172,'He made a holster for his',gun,-5.438046932220459
173,'He quit his job and left his family so that he could sail around the',world,-0.2848736345767975
174,'The young couple reluctantly ordered new',rackets,-25.38431739807129
175,'She left the tiny baby alone in the',crib,-6.8568644523620605
176,'Quite predictably, the first thing the doctor asked for was a',cast,-11.314691543579102
177,'He crept into the room without a',sound,-5.903260707855225
178,'The rules did not allow visitors to feed the',animals,-2.1616098880767822
179,'The fertilizer enriched the',soil,-2.0724732875823975
180,'Joan fed her baby some warm',peas,-11.620001792907715
181,'After two hours of hard work they decided to take a short',break,-1.945290446281433
182,'They installed an extremely expensive alarm system to protect their',home,-6.211189270019531
183,'She was quite surprised that Bill didn't keep his',secret,-5.528373718261719
184,'She helped him put the finishing touches on the',painting,-5.016234874725342
185,'I sat far off to the side of the auditorium and my line of sight was blocked by a',pillar,-4.65116548538208
186,'His skin was red from spending the day at the',beach,-1.3012114763259888
187,'The journalist reported that many collapsed during the',praying,-17.541501998901367
188,'He slipped and fell on the',rock,-7.505682945251465
189,'The person who caught the thief deserves our',loyalty,-3.452670097351074
190,'It was difficult to decide which bills to pay and which to',ignore,-3.9814372062683105
191,'The cigar stank and burned a hole in the',couch,-9.507800102233887
192,'It was a dream come true because Jane had always wanted to visit Europe with her',father,-5.686432361602783
193,'One thing the old man lacked was',confidence,-6.697388648986816
194,'I started to put new plants in my garden but ran out of',room,-6.542225360870361
195,'The boys played marbles and the girls jumped',together,-9.601754188537598
196,'Our guests should be arriving',soon,-7.509246826171875
197,'He was cold most of the night and finally got up to get another',blanket,-10.364295959472656
198,'Will played his stereo much too',loud,-6.506101131439209
199,'After dinner they washed the',dog,-9.314059257507324
200,'He always seemed to be interested in looking at the',tattoos,-15.526054382324219
201,'She was docked one hour's pay for coming to work',late,-3.4344482421875
202,'The wealthy couple's three little girls enjoyed playing together in the',pool,-10.523294448852539
203,'Esther didn't think the sword was that dangerous because it wasn't very',sharp,-4.496812343597412
204,'Tricia had never seen a spider get tangled up in its own',web,-0.060140710324048996
205,'Everyone was honking at the old man who was driving too',slowly,-3.043268918991089
206,'He hated to move, but Richard wanted to live closer to his',parents,-4.88188362121582
207,'Before going out on the open seas they always checked the',weather,-1.9515175819396973
208,'The university wouldn't let him register until he paid the overdue fines on the borrowed',books,-0.7529723048210144
209,'He was packing his books and moving to a new',office,-6.737869739532471
210,'The truck that Dave drove crashed into the',tree,-10.554777145385742
211,'At the park next to the beach she saw a man with a',balloon,-10.781793594360352
212,'The ship disappeared into the thick',smoke,-5.930238723754883
213,'They decided to declaw the cat so he wouldn't tear up the',carpeting,-27.2625150680542
214,'In his haste, the young man had forgotten to sign the',waiver,-13.691328048706055
215,'After the long day at work, he lay down on the',couch,-8.011853218078613
216,'The technician never comes to work before',noon,-6.855788230895996
217,'He was knocked off his surfboard by the first',bully,-14.008956909179688
218,'It is not legal for an employer to consider a person's',attitude,-6.294740676879883
219,'Bill jumped in the lake and made a big',commotion,-30.155790328979492
220,'Joy was too frightened to',look,-7.193294048309326
221,'The police had never seen a man so',drunk,-7.7945685386657715
222,'He liked lemon and sugar in his',tea,-5.098705291748047
223,'The papers were sorted into piles of varying',sizes,-0.8140352964401245
224,'The dispute was settled by a third',party,-0.17728905379772186
225,'Since the water was unsafe they decided to drink',scotch,-26.269123077392578
226,'They left the dirty dishes in the',sink,-5.950484752655029
227,'Nicole could not read very well without her',glasses,-4.321953296661377
228,'During years of drudgery, the man had derived comfort from a single',song,-8.582326889038086
229,'There were brightly colored pictures on every',wall,-2.689631223678589
230,'Whatever he did it was unusual for him to be',erratic,-13.172164916992188
231,'You could tell he had grown up in the South by his',truck,-11.82438850402832
232,'Father carved the turkey with a',smile,-7.497252941131592
233,'Cathy worked overtime to finish her',work,-5.082791328430176
234,'She had to leave the movie when the baby started to',cry,-1.1861166954040527
235,'His ring fell into a hole in the',couch,-15.358908653259277
236,'Helen reached up to dust the',dresser,-15.751718521118164
237,'The children went outside to',play,-0.25202882289886475
238,'She bought several colorful postcards to send to her',family,-3.826786518096924
239,'Sam could not believe her story was',true,-0.7850348949432373
240,'The cat was curled up in Jill's',lap,-6.0344157218933105
241,'No one at the reunion recognized Dan because he had grown a',foot,-9.496800422668457
242,'He had just enough time to buy a cake from the store and change his clothes before the guests',phoned,-36.64495277404785
243,'In the distance they heard the',sigh,-13.909683227539062
244,'He smiled nervously as he searched through his pockets for a',key,-4.7535319328308105
245,'She wanted a roommate who would be quiet and',clean,-5.534645080566406
246,'Within minutes of arriving at the office, the detective spilled his thermos full of',coffee,-2.3304951190948486
247,'The manila folder that contained her manuscript had been',stolen,-2.369133710861206
248,'The surface of the water was nice and',cold,-6.212668418884277
249,'Sandy always wished that she had had a',dog,-7.88785457611084
250,'The candidate had spent most of his funds on',drugs,-12.097098350524902
251,'He put a clean sheet on the',clipboard,-10.23458194732666
252,'The other driver was so angry he threatened him with a',reprimand,-46.41971397399902
253,'Every year he takes a vacation in',Hawaii,-14.48184871673584
254,'Their picnic was ruined by the',bees,-13.952003479003906
255,'The schools closed down because the teachers decided to go on',strike,-3.9569785594940186
256,'After realizing he forgot utensils for his salad, the doctor went back to get himself a',napkin,-24.294822692871094
257,'Mike felt sorry, but it was not his',car,-10.222694396972656
258,'His boss refused to give him a',raise,-2.7697086334228516
259,'The long test left the class',unprepared,-28.194974899291992
260,'She finished the second load of laundry and started to',scream,-14.540091514587402
261,'The peaches she had bought at the market were very ripe and',juicy,-10.044973373413086
262,'He was grouchy because he was having trouble with his',homework,-4.526162147521973
263,'Steve spilled coffee all over his clean white',shirt,-2.300265312194824
264,'The county decided to tear down the gas station by the',dock,-15.464425086975098
265,'It's raining, and I forgot my coat, hat, and',umbrella,-2.436706781387329
266,'Keith read a story to his little girl but after only a short time she started to get',sleepy,-6.669037818908691
267,'The child was born with a rare',gift,-6.789313316345215
268,'When the two met, one of them held out his',badge,-11.51014232635498
269,'Mary went into her room to look at her',clothes,-5.509975910186768
270,'I had lost the ticket I needed to pick up my',glasses,-9.91993236541748
271,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',scars,-12.376056671142578
272,'They had to drive for another hour before finding a place to',jog,-11.457754135131836
273,'He shouted at the top of his',staircase,-14.080927848815918
274,'They rested under a tree in the',campsite,-32.46809005737305
275,'A dog has a good sense of',smell,-2.9984097480773926
276,'The newspaper review recommended the film, and the lead actor was praised for being very',good,-3.5170624256134033
277,'Maria remembered to shut the front window and lock the back',door,-3.1452341079711914
278,'It was a very exciting story because the last thing you would expect them to do was',misspeak,-21.22307300567627
279,'There were a lot of old boxes stored in the',attic,-10.439173698425293
280,'Every morning before school his mother laid out his clothes and packed his',clarinet,-28.227985382080078
281,'Most people spend December 25th with their',presents,-10.929100036621094
282,'Shuffle the cards before you',deal,-6.726624965667725
283,'The county decided to tear down the gas station by the',park,-13.21312427520752
284,'The long test left the class',tired,-15.477676391601562
285,'Most men cannot understand why women wear',underwear,-7.838413238525391
286,'Cats loved to be scratched behind the',ears,-2.9399075508117676
287,'She thought she had seen a',ship,-7.899889945983887
288,'She pulled her head out from under the faucet and reached for a',towel,-4.680640697479248
289,'The tenants decided to take their landlord to',court,-5.599941253662109
290,'In caring for hospitalized patients, a doctor often needs the help of a',drug,-6.36632776260376
291,'I was finally able to make an appointment for the',doctor,-5.897979259490967
292,'He was soothed by the gentle',medication,-8.943498611450195
293,'When the power went out the house became',cold,-3.727461576461792
294,'The death of his dog was a great',tragedy,-1.2774639129638672
295,'He scraped the cold food from his',plate,-4.469446182250977
296,'The prisoners were planning their',escape,-1.3131824731826782
297,'I didn't like the show so I changed the',cast,-7.556672096252441
298,'I added my name to the',list,-4.106553077697754
299,'While skiing, Randy broke his',glasses,-9.514619827270508
300,'He decided to travel in Iran even though he knew it could be',expensive,-5.003906726837158
301,'Their picnic was ruined by the',rain,-5.909633636474609
302,'Giraffes are known for their long necks and zebras for their',stripes,-3.035874843597412
303,'The approaching storm made the air very',cold,-5.305172920227051
304,'The baby cried and upset her',mother,-0.7696049213409424
305,'She couldn't find anything she wanted to',do,-3.1361114978790283
306,'Although Jan was usually careful she had forgotten to turn off the',stove,-7.926424026489258
307,'She wore heavy wool socks and her sturdiest boots to go walking in the',snow,-7.386727333068848
308,'I think that my stockbroker is a',pill,-12.642735481262207
309,'A dog has a good sense of',loyalty,-9.758833885192871
310,'As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter',coat,-6.524100303649902
311,'Although this film was an exception, she generally went to see movies that were',long,-6.8943562507629395
312,'His seat was next to the',fishtank,-59.795881271362305
313,'The bad boy was sent to his',room,-5.735739707946777
314,'Liz and Marie sat at the conference table and discussed the topic for the next',meeting,-11.003425598144531
315,'Ruby's grandchildren hired a live-in nurse because they thought she was too old to live',alone,-4.098834037780762
316,'Be careful because the top of the stove is very',hot,-2.313971519470215
317,'Every morning Susan braids her little girl's hair then helps her dress for',school,-1.3006399869918823
318,'The hinges were rusted shut, so he had to pry it open with a',crowbar,-21.406728744506836
319,'It didn't get completed because he could not locate the right',tools,-5.765810966491699
320,'John swept the floor with a',flourish,-14.09630298614502
321,'The schools closed down because the teachers decided to go on',praying,-19.760482788085938
322,'They saw the lightening and heard the',screams,-14.568860054016113
323,'It was a very exciting story because the last thing you would expect them to do was',die,-8.83245849609375
324,'The colonel wished the sergeant would treat his command not as a polite request but as a direct',reprimand,-41.08840465545654
325,'The man could not believe that they were all',staring,-6.34937858581543
326,'I just had a new sound system installed in my',office,-6.256960868835449
327,'The cows moved from the sun into the',mud,-11.887446403503418
328,'The old woman was the only one to see the',hesitation,-13.933692932128906
329,'I was impressed by how much he',knew,-4.320009231567383
330,'Ken built his new house on a quiet',hill,-4.722983360290527
331,'When she got there she found that most of the people were',white,-6.1192803382873535
332,'The teacher saw that some students were cheating and wrote down their',names,-4.875633239746094
333,'Peter painted the walls of the bird exhibit light blue to resemble the',carpeting,-29.437572479248047
334,'The hikers wanted to camp close to the',igloo,-24.923797607421875
335,'Each night the campers built a huge',fire,-11.302242279052734
336,'The white gull dove down and caught a',fish,-2.032078981399536
337,'When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare',key,-9.329248428344727
338,'The other driver was so angry he threatened him with a',gun,-5.256000995635986
339,'On hot days, many people sun themselves on the',beach,-6.813673496246338
340,'As soon as they reached the sand he stopped to take off his',shoes,-2.0405592918395996
341,'The sewer backed up and caused a',flood,-4.319394588470459
342,'After the hurricane, the area around the window was filled with broken',toys,-8.53801155090332
343,'She dropped the glass and woke up the',bully,-21.7139949798584
344,'Every year he takes a vacation in',Ohio,-16.795936584472656
345,'When Drew arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent',table,-0.26125651597976685
346,'The luggage handler seemed to take great delight in tossing the boxes marked',fragile,-15.754228591918945
347,'Mr. Smith enjoyed showing people his newly installed',refrigerator,-8.488763809204102
348,'Every day, rain or shine, the joggers ran up and down the',staircase,-6.456236839294434
349,'Our government was secretly supplying the rebels with arms and',money,-4.523439884185791
350,'George must keep his pet on a',diet,-2.194563865661621
351,'When she came back from the restroom she found him in deep conversation with a',friend,-3.762406349182129
352,'That ramp has been closed for construction for several',feet,-10.969738960266113
353,'The man who was carried into the emergency room had been stabbed in a',car,-3.758845806121826
354,'After dinner, they spent a long time over coffee just',talking,-1.8880152702331543
355,'Rachel loves the smell of tobacco but she can't stand all the',lectures,-10.265873908996582
356,'As usual, he didn't do well because he had not prepared his',speech,-7.951900482177734
357,'I could not remember his',song,-8.947090148925781
358,'The officials tried to evacuate everyone from the area before the',race,-6.715065002441406
359,'I had lost the ticket I needed to pick up my',clothes,-8.128079414367676
360,'Before she arrived he opened a bottle of wine and put on some soft',music,-6.702725887298584
361,'Sharon dried the bowls with a',sigh,-14.40145492553711
362,'The little girl refused to go to sleep until he told her a',secret,-2.629758834838867
363,'Seth was uneasy because he had never liked to',phone,-9.585748672485352
364,'He bought her a pearl necklace for her',collection,-9.466443061828613
365,'Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three',suggestions,-17.912851333618164
366,'Kim was relieved to see that ample food had been made for the',party,-4.3924360275268555
367,'Phil put some drops in his',eyes,-8.80587100982666
368,'They stood on the bridge tossing stale bread to the',dogs,-10.343487739562988
369,'The young boy asked for another',cookie,-10.051542282104492
370,'Whether it is true or not, most women think that men don't know how to',care,-4.534757614135742
371,'The queen waited patiently for the man to',bow,-11.444161415100098
372,'Larry chose not to join the',party,-7.543734550476074
373,'Most shark attacks occur very close to',shore,-3.5551106929779053
374,'The two hold-up men carried guns but didn't',panic,-11.09195327758789
375,'Joe went to the hardware store and bought a replacement window at twice the original',price,-1.2855132818222046
376,'The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his',tattoos,-12.3695068359375
377,'There were a lot of old boxes stored in the',basement,-9.688490867614746
378,'Most people spend December 25th with their',family,-3.00258207321167
379,'He was grouchy because he was having trouble with his',clarinet,-24.944381713867188
380,'They were surprised that Jack thought that it was',chalk,-15.490653991699219
381,'They rested under a tree in the',shade,-11.433917999267578
382,'At night the old woman locked the',door,-0.806793212890625
383,'Marsha wasn't worried about dinner because she knew the guests could remain eating appetizers for at least another',story,-13.914647102355957
384,'In his day, that old guy was one of the best',counselors,-9.852327346801758
385,'Cold damp weather makes her joints ache so she's been taking a lot of aspirin for the',pain,-2.189337730407715
386,'Maria remembered to shut the front window and lock the back',room,-12.933426856994629
387,'It's hard to admit when one is',wrong,-4.779288291931152
388,'All of their friends have noted that Joe and his wife are always',together,-4.827518463134766
389,'The peaches she had bought at the market were very ripe and',dirty,-14.983512878417969
390,'Rushing out he forgot to take his',camera,-8.400235176086426
391,'Rafael wants to preserve the national forest by guarding every',campsite,-31.7686185836792
392,'The piano was out of',tune,-2.878347635269165
393,'They decided to buy a small place and build an addition with two more',freezers,-28.187448501586914
394,'He really wanted to go, but decided to stay home to wait for the',mail,-7.029439449310303
395,'As a reminder of his cat's first bath, he had a scratch on his',stomach,-7.218925952911377
396,'They raised pigs on their',own,-0.8330593109130859
397,'Although she heard it ringing, Nancy was too busy cleaning the chimney to get the',timer,-9.990671157836914
398,'Most of the trees died after last year's',winter,-4.075517654418945
399,'After realizing he forgot utensils for his salad, the doctor went back to get himself a',fork,-9.532913208007812
400,'She decided to start a new',life,-7.8006911277771
401,'He was so busy and overwhelmed that he had forgotten to respond to the',question,-3.7661375999450684
402,'Alfonso has started biking to work instead of driving his',car,-1.0582890510559082
403,'Paul painted the clown's suit blue and gave him a big red',balloon,-4.96055793762207
404,'Most kids think that adults are',bitter,-12.890496253967285
405,'He wrote himself a note so that he wouldn't',misspeak,-19.315067768096924
406,'She wished she had brought something to',mend,-13.43195629119873
407,'All of her neighbors thought the old woman was a',success,-9.380026817321777
408,'Richard was afraid to walk near the edge of the cliff because he was afraid he would',vomit,-30.84423065185547
409,'He knew that he could call Chris even if it was the middle of the',game,-6.947257041931152
410,'She took the baby out when he started to cry and had to miss the rest of the',movie,-5.157920837402344
411,'Nora couldn't take the message because she didn't have a pencil or a piece of',paper,-0.026800429448485374
412,'They carelessly dumped the toxic waste into the',ocean,-7.302396297454834
413,'She cleaned the dirt from her',slippers,-24.22527027130127
414,'The problem with Christine is that she can't take a',test,-5.714276313781738
415,'He drove the nail into the',roof,-11.088842391967773
416,'They waited a long time to see the',grades,-8.957032203674316
417,'Ron bought a board for the window that was too long and then he bought one that was too',short,-0.004587126895785332
418,'Pam did not have any clothes to',wear,-1.3224067687988281
419,'The lady felt proud to look at her',daughter,-3.3929338455200195
420,'The last thing they were expecting on their wedding day was a raging',storm,-6.588486671447754
421,'He mailed the letter without a',stamp,-6.933727264404297
422,'The only food in the refrigerator was a moldy',pea,-14.741154670715332
423,'As a child he used to collect',napkins,-25.297576904296875
424,'The squirrel stored some nuts in the',tree,-4.986844539642334
425,'Every winter you see the Hernandez house and its huge chimney with puffs of billowing',smoke,-0.8731170892715454
426,'The rude waiter was not given a',tip,-6.822370529174805
427,'When you go to bed turn off the',lights,-2.548699140548706
428,'He fell on the floor after tripping on the',crack,-12.207488059997559
429,'She was glad she had brought a good book with her since there was nothing to read at the',place,-6.2220354080200195
430,'He tried to put the pieces of the broken plate back together with',glue,-12.710014343261719
431,'They went to see the famous',actor,-11.830154418945312
432,'The Italian chef was known for his fabulous',smile,-12.5987548828125
433,'None of his books made any',sense,-2.300295114517212
434,'They both have jobs but they get some extra income by raising',bees,-9.747729301452637
435,'It was important to be on',guard,-8.850399017333984
436,'The last thing he expected was to have such a',commotion,-27.336472988128662
437,'No matter how hard she tried, she could not remember the',name,-2.834094524383545
438,'Don't touch the wet',paint,-7.147866249084473
439,'No one wanted to make any decisions until after the',game,-8.268798828125
440,'I couldn't go, so I sent my secretary to the lawyers to pick up the',cash,-6.7976813316345215
441,'They had to shampoo the new beige rug after the accident with the',tray,-16.61897087097168
442,'In the mysterious wooden box the girl found a',ring,-6.365398406982422
